,CourseID,Description
777,"('BrownCut.pdf', 'KREA 0200')",introduction korean writing system building communicative modern korean thefour language modalities speaking reading writing foundation spoken written korean six per week limited 18. second half year-long 
778,"('BrownCut.pdf', 'KREA 0300')",intermediate intermediate korean designed further spoken korean additional reading higher level materials integrated given discussions various aspects korean society five classroom hours per week prerequisite 
779,"('BrownCut.pdf', 'KREA 0400')",equivalent 
780,"('BrownCut.pdf', 'KREA 0500')",advanced help advanced level special focus enhancing writing discussion authentic reading materials variety introduce various issues pertaining culture thus cultural understanding prerequisite 
781,"('BrownCut.pdf', 'KREA 0600')",advanced advanced korean 
782,"('BrownCut.pdf', 'KREA 0920B')",business interested korean culture culture particular korean business context focuses words confidence business writing conversation presentations limited 15. prerequisite 
783,"('BrownCut.pdf', 'KREA 1910')",independent study.reading materials research korean section numbers vary byinstructor please correct section number crnto registering 
784,"('BrownCut.pdf', 'ECON 0110')",advanced placement codes grant access registration restrictions list please reach out theinstructor directly 
785,"('BrownCut.pdf', 'ECON 1110')",1620. serves forstudents economics want discipline weekly one-hour conference held summer 
786,"('BrownCut.pdf', 'ECON 0170')",essential mathematics economics.this teaches mathematical useful upper classes acquisition problem intuition applications rather mathematics requirement does serve prerequisite upper level math applied math planning those areas 
787,"('BrownCut.pdf', 'ECON 0200')",20th covers 20th economy starting bolshevik revolution great depression new postwar then consider important periods inthe second half 20th indian economic planning woods inflation 1970s ends trade trade deficits sovereign debt understanding key 
788,"('BrownCut.pdf', 'ECON 0510')",development international designed primarily economics seek basic understanding economics developed savings employment interactions trade international flows aid 
789,"('BrownCut.pdf', 'ECON 0710')",financial accounting theory practice accounting procedures business 
790,"('BrownCut.pdf', 'ECON 1130')",intermediate microeconomics mathematical theory theories consumer firm factor imperfect competition game theory addition prerequisite 
791,"('BrownCut.pdf', 'ECON 1170')",welfare economics theory.this advanced theory intermediate microeconomics approach mathematically presenting arguments carefully techniques order produce proofs efficiency mechanisms market failures discussed advanced externalities public goods information discuss number theory different normative criteria compensation life majority 
792,"('BrownCut.pdf', 'ECON 1200')",economic thought.this covers modern 20th economics andeconomic thinking marginal revolution half understanding evolution central concepts economic theory marginal analysis competitive examine over formalism development consider modern economics end discussion economics 21st microeconomics 
793,"('BrownCut.pdf', 'ECON 1210')",intermediate economy whole level growth national income inflation unemployment role government policy prerequisite 
794,"('BrownCut.pdf', 'MATH 0060')",geometry introduction calculus presents same calculus 
795,"('BrownCut.pdf', 'ECON 1225')",advanced macroeconomics monetary policy focus recent economic crisis main objective thecourse introduce type models methods current research macroeconomics practice central policy financial crisis economic illustrate confronted 
796,"('BrownCut.pdf', 'ECON 1310')",labor supply human income inequality discrimination immigration unemployment prerequisite 
797,"('BrownCut.pdf', 'ECON 1620')",introduction statistical inference multiple analysis applications 
798,"('BrownCut.pdf', 'ECON 1340')",economics global problem global described economic model tradeoff between future consumption future climate consumption future climate like organized details model useful suggested model finally policies achieve optimal turner 
799,"('BrownCut.pdf', 'ECON 1350')",environmental economics policy.this theoretical issues perspective economics fail policy solutions e.g. cost-benefit analysis second survey methods benefits environmental regulations revealed preference methods modeling anda real-world application research project third environmental regulations conclude advanced e.g. private market responsibility select special e.g. economic development 
800,"('BrownCut.pdf', 'ECON 1360')",economics.this introduces issues theory practice economics economic market medical care market role government care program 
801,"('BrownCut.pdf', 'ECON 1370')",race inequality united examine inequality united states focusing economic historical aspects urban poverty employment discrimination crime justice system action immigration wage labor relations exclusive 
802,"('BrownCut.pdf', 'ECON 1400')",economics mass mass media shape culture politics economic incentives econometrics mass media behavior factors content availability public policy weekly readings final time mix lecture discussion lecture 
803,"('BrownCut.pdf', 'ECON 1460')",industrial industry structure firm theoretical examinations strategic dominant firm economics innovation research activities government patent policies prerequisite 
804,"('BrownCut.pdf', 'ECON 1470')",theory theory emerging important game theory providing relatively theory order accessible large covers introductory concepts game theory strategic theories applications etc prerequisite 
805,"('BrownCut.pdf', 'ECON 1486')",economic analysis economic growth controversial policy over decade war question extent force good ideological perspectives public economics structure place uncover behavior voters agents examine limitations public perspective context constitutional 
806,"('BrownCut.pdf', 'ECON 1490')",designing internet digital economy changed market interactions goal ofthis help critically economic theory digital important economic activities now being conducted digital implementation activities changed economists classical views assumptions economics focus several real-world market pricing search auctions reputation peer-to-peer platform design pakzad-hurson 
807,"('BrownCut.pdf', 'ECON 1500')",current global current economic u.s. europe japan china monetary policies flows exchange rate policy policies policies individual 
808,"('BrownCut.pdf', 'ECON 1550')",international payments identification deficits international monetary standards role money government policies free versus fixed exchange rates international movements war inflation prerequisite 
809,"('BrownCut.pdf', 'ECON 1510')",economic development.this introduction development economics questions poverty inequality growth population change resource gender land provides theoretical framework economic analysis ofspecific problems associated developing methods policies end able discuss ofthe development like family planning women 
810,"('BrownCut.pdf', 'ECON 1530')",analysis behavior income economic nutrition policy relationship among nutrition fertility savings labor productivity wage determination inequality emphasizes limited foster 
811,"('BrownCut.pdf', 'ECON 1540')",international comparative trade income distribution trade gains trade evaluation trade under strategic trade policy trade labor trading systems prerequisite 
812,"('BrownCut.pdf', 'ECON 1590')",economy china since examines organization structure performance ofthe economy mainland china focus urban analyzes changing economic planning government policies period own especially influences period since 1978. covered industrialization housing land migration income inequality growth evolving cities analytical methods 
813,"('BrownCut.pdf', 'ECON 1629')",applied research methods cover basics applied research economics wewill cover economic theory formulate data part coursework exposed across multiple fields research labor economy urban economics development etc explored detail read discuss published perform data analysis 
814,"('BrownCut.pdf', 'ECON 1630')",econometrics introduction econometrics applications finance formulate economic questions multivariate linear model treated detail model underlying assumptions asymptotic analysis concepts algebra 
815,"('BrownCut.pdf', 'MATH 1620')",mathematical statistics.this covers basics mathematical statistics data analysis machine learning classification linear models methods support vector time 
816,"('BrownCut.pdf', 'ECON 1710')",i.the function operation asset relations between risk management asset pricing model normative management market efficiency prerequisite 
817,"('BrownCut.pdf', 'ECON 1720')",corporate theories corporations background risk structure policy compensation policy corporate 
818,"('BrownCut.pdf', 'ECON 1750')",securities basic pricing financial main features rate puzzles consumption asset stock market international topicsin behavioral finance 
819,"('BrownCut.pdf', 'ECON 1760')",financial analyzes role financial institutions managing risk corporate governance over interest rate determination risk term interest rates role central takes perspective examining operation financial institutions especially gibbs 
820,"('BrownCut.pdf', 'ECON 1820')",theory behavioral economics.this provides introduction behavioral economics focusing mostly individual decision making different start behavior implied economists e.g expected utility experimental then limitations models new models thathave been introduced account cover models limited attention utility 
821,"('BrownCut.pdf', 'ECON 1850')",theory economic fundamental elements determine economic growth role technological population growth government policy determination ofeconomic development sustainable capita income growth rates across limited galor 
822,"('BrownCut.pdf', 'ECON 1860')",theory efficiency equilibria competitive economy comparative statistics time prerequisite 
823,"('BrownCut.pdf', 'ECON 1870')",game theory applications elements theory cooperative applications theory 
824,"('BrownCut.pdf', 'ECON 1960')",honors economics intending write honors thesis economics registerfor goal help process defining relevant background literature framing hypotheses planning structure thesis thesis advisor interests related topic 
825,"('BrownCut.pdf', 'ECON 1970')",independent research.section numbers vary please correctsection number crn registering 
826,"('BrownCut.pdf', 'ECON 2010')",mathematics mathematical analysis useful economic theory linear algebra constrained difference equations calculus 
827,"('BrownCut.pdf', 'ECON 2020')",applied economics analysis.this provides needed econometric methods data management analysisof economic problems provides perspective designed derive propositions models illustrate loading cleaning data interpretation econometric 
828,"('BrownCut.pdf', 'ECON 2030')",introduction econometrics i.the probabilistic statistical basis inference 
829,"('BrownCut.pdf', 'ECON 2040')",econometric mathematical statistics economics nature ofeconomic observations time analysis variance analysis problems 
830,"('BrownCut.pdf', 'ECON 2050')",microeconomics theory consumer theory welfare economics model 
831,"('BrownCut.pdf', 'ECON 2060')",microeconomics imperfect information expected utility risk risk aversion under moral imperfect competition discrimination competition market structure single shot vertical 
832,"('BrownCut.pdf', 'ECON 2070')",macroeconomics under theory ofeconomic growth real business cycles asset galor 
833,"('BrownCut.pdf', 'ECON 2080')",macroeconomics inflation economic fluctuations policy unemployment search up-to-date information please visit brown.edu https //cab.brown.edu descriptions 
834,"('BrownCut.pdf', 'ECON 2150')",market design.this theoretical market design specifically thetheory applications designed interestedin market design interest utilizing applied theory research overview quickly open research pakzad-hurson pakzad-hurson 
835,"('BrownCut.pdf', 'ECON 2160')",risk theories risk information decision making under expected utility measures risk aversion stochastic small number agents optimal paradigm contracts models large number agents information centralized 
836,"('BrownCut.pdf', 'ECON 2180')",game dominance core set implementation 
837,"('BrownCut.pdf', 'ECON 2260')",economy i.this economy provides theoretical application economic analysis behavior designed wishing economy useful areas development economics starting basic overview candidates voters specific areas electoral systems role media local public finance knight 
838,"('BrownCut.pdf', 'ECON 2270')",economy ii.this second economy theoretical economic analysis institutions designed wishing economy variety covered attention formation research moving away being 
839,"('BrownCut.pdf', 'ECON 2320')",applied examines identification issues focus application econometric methods economics policy research examines arise data provides useful applied research end firm grasp research lead analysis large-scale data 
840,"('BrownCut.pdf', 'ECON 2330')",labor introduces procedures data perform inference order policy issues late programs econometric methods control functions self discrete data methods discussed 
841,"('BrownCut.pdf', 'ECON 2350')",inequality policy.this survey economic inequality applied methods examine inequality coursewill broad perspective consequences understanding data methods analyze income relating policy 
842,"('BrownCut.pdf', 'ECON 2410')",part covers interactions systems cities models urban growth second part covers land market exclusion local basic theoretical models placed recent 
843,"('BrownCut.pdf', 'ECON 2450')",exchange 
844,"('BrownCut.pdf', 'ECON 2470')",industrial focus models understandingthe interactions between firms consumers lectures problem sets teach canonical methods discussion focus applications thesemethods especially applications traditional areas prepared industrial organization methods areas applied 
845,"('BrownCut.pdf', 'ECON 2485')",public economics i.this covers core issues design optimal analysis those policies familiarize basic theoretical models applied microeconomics isplaced connecting theory data inform economic policy efficiency costs incidence income optimal theory programs welfare analysis behavioral models retirement friedman 
846,"('BrownCut.pdf', 'ECON 2510')",economic development i.this covers issues related labor land natural developing partial covered agricultural model under market assumptions individual migration informal sector arrangements environmental externalities e.g. water usage etc sustainable foster 
847,"('BrownCut.pdf', 'ECON 2520')",economic development ii.this deals economic analysis institutions focus institutions developing covered marriage steinberg up-to-date information please visit brown.edu https //cab.brown.edu 
848,"('BrownCut.pdf', 'ECON 2530')",behavioral experimental introduction experimental economics withan experiments designed illuminate problems design institutions operation elements altruism inequality aversion reciprocity relative standing studied ones prisoners dictator game game especially voluntary public goods game 
849,"('BrownCut.pdf', 'ECON 2600')",bayesian structural cover number bayesian econometrics structural discrete models part start introductory contemporary bayesian econometrics list corresponding readings below covered time permits subset determined interests participants covered aswell readings marked 
850,"('BrownCut.pdf', 'ECON 2630')",econometric linear models simultaneous equations likelihood bayesian inference data nonlinear models asymptotic theory discrete limited dependent 
851,"('BrownCut.pdf', 'ECON 2830')",economic growth comparative development.this vast inequality capita across regions ethnic groups growth process over entire examine role geographical cultural genetic factors observed across galor 
852,"('BrownCut.pdf', 'ECON 2860')",comparative contemporary economic increasing part among growth economists focus recent literature historical comparative particular attention systems gis research inquiry goal big historical processes shaped over background concepts critically review new research like spatial 
853,"('BrownCut.pdf', 'ECON 2890C')",monetary economics.this graduate covers selected intersection monetary economics theme crisis modeled syllabus 
854,"('BrownCut.pdf', 'ECON 2890D')",macroeconomics development graduate covers selected macroeconomics economic development trade studentsin second theme observed per capita growth rates focus long run reviewing theories where factor function matter then theories special theories financial time stochastic growth model partially 
855,"('BrownCut.pdf', 'ECON 2930')",workshop applied 
856,"('BrownCut.pdf', 'ECON 2950')",workshop 
857,"('BrownCut.pdf', 'ECON 2960')",workshop macroeconomics related 
858,"('BrownCut.pdf', 'ECON 2970')",workshop economic 
859,"('BrownCut.pdf', 'ECON 2980')",reading research projects section numbers vary correct section number crn whenregistering 
860,"('BrownCut.pdf', 'ECON 2990')",thesis preparation.for graduate met residency requirement arecontinuing research time 
861,"('BrownCut.pdf', 'EDUC 0400')",campus colleges berkeley columbia state where over civil rights vietnam war issues fought 1960 primary sources higher role consequences involvement today enrollmentlimited collins 
862,"('BrownCut.pdf', 'EDUC 0410A')",new new immigrant immigrant adapting new perspectives administrators parents courseexamines number key contributions navigating school trans forming developing identities limited flores 
863,"('BrownCut.pdf', 'EDUC 0600')",justice engagement examines meaning activism terms development does engagement themselves identity communities does engagement barriers bridges engagement engagement uses cases time place context engagement notions insights engagement gleaned across flores up-to-date information please visit brown.edu https //cab.brown.edu descriptions 
864,"('BrownCut.pdf', 'EDUC 0610')",sources law court case school segregation challenged legal segregation legal issues examine development particular school educational equity consider meaning equity past present enrollmentlimited sophomore 
865,"('BrownCut.pdf', 'EDUC 0620')",inequality role schools sophomore examine contours inequality early childhood over time particular issues race gender examine howthese factors matter early childhood role schools neighborhoods reading discussion questions much inquiry into inequality 
866,"('BrownCut.pdf', 'EDUC 0900')",fieldwork secondary current educational issues extensive allows observe issues translate reality daily basis reads educational theory practice local school hours final synthesizes silva pimentel 
867,"('BrownCut.pdf', 'EDUC 1010')",craft craft teaching wide variety texts teaching learning considering initiatives examine teaching america perspectives public policy critical theory sociology weekly journals reading critiques presented 
868,"('BrownCut.pdf', 'EDUC 1020')",education.this introduction k-12 public primary secondary sources development public schools school systems over aims curriculum over school funding struggles equity over time relationship between capitalism exploring different generations defined tried educational consider help jones 
869,"('BrownCut.pdf', 'EDUC 1040')",sociology united states educational system widely nation sociologists long recognized schools produce inequality provides application sociology questions focus united states system ask questions schools teach gender relations shape experiences issues policy 
870,"('BrownCut.pdf', 'EDUC 1060')",politics public power public examines e.g school districts states congress courts e.g parents interest groups public k-12 order recent consequences policies school finance textbook adoption school accountability particular attention given federal child over politics public policy suggested thomas 
871,"('BrownCut.pdf', 'EDUC 1070A')",teaching snyder 
872,"('BrownCut.pdf', 'EDUC 1070B')",teaching villarreal 
873,"('BrownCut.pdf', 'EDUC 1070C')",teaching silva pimentel 
874,"('BrownCut.pdf', 'EDUC 1080A')",analysis teaching snyder snyder 
875,"('BrownCut.pdf', 'EDUC 1080B')",analysis teaching villarreal villarreal 
876,"('BrownCut.pdf', 'EDUC 1080C')",analysis teaching silva pimentel silva pimentel 
877,"('BrownCut.pdf', 'EDUC 1090')",adolescent reading read adults literary wider reading toward reader identity present overview historical issues context availability adolescent literature today presents contemporary texts interest inside classroom particular attention paid issues adolescent issues access adolescent literature adolescent literature classics issues censorship public public libraries understanding place adolescent literature today background choosing reading itself written assignments weekly reading bibliography short page there independent reading project snyder up-to-date information please visit brown.edu https //cab.brown.edu 
878,"('BrownCut.pdf', 'EDUC 1100')",introduction qualitative research sophomores juniors concentrating open interested qualitative researchmethods readings discussions examines issues related nature methods commonly psychology anthropology sociology limited friedman 
879,"('BrownCut.pdf', 'EDUC 1110')",introductory statistics research analysis.this provides introduction applied statistics research sciences focus educationpolicy fundamentals summary statistics displaying data statistical inference methods relationships categorical measures multivariate concepts methods taught real-world examples multiple opportunities thesemethods practice uses statistical software program kraft kraft kraft 
880,"('BrownCut.pdf', 'EDUC 1130')",economics attract good public schools returns programs two examples important policy questions courseintroduces key concepts theory uses policy questions organized readings 
881,"('BrownCut.pdf', 'EDUC 1150')",economy school examines linkages between educational economic individuals nations organizational personnel hold public achievement critiquing experimental research methods literature play role concentrators 
882,"('BrownCut.pdf', 'EDUC 1270')",individual perspective understanding life stage differently cross-culturally readings theoretical areas psychology sociology anthropology flores 
883,"('BrownCut.pdf', 'EDUC 1450')",psychology teaching process teaching illuminate questions teach teach respond focuses teaching-learning process behavior research theory illustrations psychological principles limited yamamoto 
884,"('BrownCut.pdf', 'EDUC 1520')",ethnic education.this examines bridges epistemologies keyconcepts central questions field ethnic key questions issues field examination key early u.s. contemporary ethnic comparative followed contemporary issues faced working 21st educational villarreal 
885,"('BrownCut.pdf', 'EDUC 1580')",perspectives child role culture child development young contemporary theories research examine periods domains development infant care parenting socialization gender cognition moral development limited 
886,"('BrownCut.pdf', 'EDUC 1650')",policy implementation education.this offers analytical foundation interested policy implementation particular research examines strengths several frameworks policy school ofthought actor paradigm analysis model consumer perspective limited collins 
887,"('BrownCut.pdf', 'EDUC 1760A')",even vilified there accounts enduring power draws inter-disciplinary scholarship examine femininity linked transformed scholarship money available women willexamine politics friedman 
888,"('BrownCut.pdf', 'EDUC 1860')",context learning environment developmentof children language relations others attitudes toward learning examines period young children interactions expectations socialization practices influences peers school media 
889,"('BrownCut.pdf', 'EDUC 1430')",
890,"('BrownCut.pdf', 'EDUC 1710')",
891,"('BrownCut.pdf', 'EDUC 1970')",independent study.section numbers vary please correctsection number crn registering 
892,"('BrownCut.pdf', 'EDUC 1990')",independent reading research.supervised reading and/or research concentrators arepreparing honors thesis written honors section numbers vary please thecorrect section number crn registering 
893,"('BrownCut.pdf', 'EDUC 1991')",independent reading research.supervised reading and/or research concentrators arepreparing honors thesis written honors section numbers vary please thecorrect section number crn registering 
894,"('BrownCut.pdf', 'EDUC 2070A')",teaching snyder 
895,"('BrownCut.pdf', 'EDUC 2070B')",teaching villarreal 
896,"('BrownCut.pdf', 'EDUC 2070C')",teaching silva pimentel 
897,"('BrownCut.pdf', 'EDUC 2080A')",analysis teaching snyder snyder up-to-date information please visit brown.edu https //cab.brown.edu descriptions 
898,"('BrownCut.pdf', 'EDUC 2080B')",analysis teaching villarreal villarreal 
899,"('BrownCut.pdf', 'EDUC 2080C')",analysis teaching silva pimentel silva pimentel 
900,"('BrownCut.pdf', 'EDUC 2360')",policy analysis program evaluation requires information aboutthe government programs factors offers overview econometric strategies aims critical consumers equip own covered context policy research strategies making inferences cost-benefit analysis 
901,"('BrownCut.pdf', 'POLS 1600')",research quantitative research methods topicsinclude research design statistics statistical hypothesistesting multivariate end thecourse requisite consume basic quantitative research limited sophomore junior senior international relations public policy 
902,"('BrownCut.pdf', 'SOC 1100')",introductory statistics inferential statistics measures variability sampling tests significance correlation computers data elementary algebra assumed limited rauscher lindstrom 
903,"('BrownCut.pdf', 'EDUC 2370')",urban policy master program participatein year-long internships organizations focus urban educationpolicy works his her site supervisor internship allows host wong 
904,"('BrownCut.pdf', 'EDUC 2380')",urban policy master program participatein year-long internships organizations focus urban educationpolicy works his her site supervisor internship allows host wong 
905,"('BrownCut.pdf', 'EDUC 2450')",exchange program 
906,"('BrownCut.pdf', 'EDUC 2980')",advance section numbers varyby section numbers vary please bannerfor correct section number crn registering thiscourse 
907,"('BrownCut.pdf', 'EDUC 2990')",thesis preparation.for graduate met residency requirement arecontinuing research time xlist interest concentrators 
908,"('BrownCut.pdf', 'ASYR 1400')",introduction five thousand ago cities emerged iraq same time writing invented most likely language now call sumerian even after spoken sumerian powerful cultural heritage preserving literature religious traditions millennia fundamentals sumerian grammar working cuneiform script original texts selections royal inscriptions court cases magical even ancient rutz 
909,"('BrownCut.pdf', 'ASYR 1600')",astronomy before provides introduction astronomy invention focusing thedevelopment astronomy greece china europe cover models early development astronomical theories reasons people practiced astronomy past astronomy steele 
910,"('BrownCut.pdf', 'ASYR 1725')",scientific thought ancient investigate variety ancient scientific disciplines sources ancient modern iraq original texts secondary literature explorethe notion scientific thought ancient interpretation different traditions scientific methods towards variety aims rangeof disciplines allow compare contrast different inwhich scientific thinking transmitted historical steele 
911,"('BrownCut.pdf', 'ASYR 1900')",introduction language literature.this introduction language literature earliest indo-european language thus related latin sanskrit bce survives written script basic grammar read original translation specimens laws diplomatic texts informal familiar cultural environment those texts 
912,"('BrownCut.pdf', 'ASYR 2310A')",ancient scientific texts analysis scientific text akkadian prerequisite 
913,"('BrownCut.pdf', 'AWAS 0200')",0210. open graduate steele 
914,"('BrownCut.pdf', 'ASYR 2420')",akkadian texts.this offers focused most significant texts second millennia bce readings divination ancient placed matters transmission reconstruction interpretation read cuneiform script possible place material meaningful historical contexts knowledge akkadian cuneiform rutz up-to-date information please visit brown.edu https //cab.brown.edu 
915,"('BrownCut.pdf', 'ASYR 2430')",akkadian historical texts.this offers focused most significant akkadian texts second millennia cuneiform sites throughout ancient inscriptions literary historical texts historical modern historical thinking ancient texts knowledge akkadian cuneiform german french useful primarily graduate rutz 
916,"('BrownCut.pdf', 'ASYR 2700')",special ancient containing detailed technical culture ancient intended graduate undergraduate whohave 
917,"('BrownCut.pdf', 'EGYT 1600')",
918,"('BrownCut.pdf', 'AWAS 1600')",similar beadmitted steele 
919,"('BrownCut.pdf', 'ASYR 2980')",reading research.section numbers vary please correctsection number crn registering 
920,"('BrownCut.pdf', 'ASYR 2990')",thesis preparation.for graduate met residency requirement arecontinuing research time xlist interest concentrators 
921,"('BrownCut.pdf', 'EGYT 1330')",selections middle egyptian various classical egyptian literature literary texts historical inscriptions expected translate discuss prerequisite 
922,"('BrownCut.pdf', 'EGYT 1310')",
923,"('BrownCut.pdf', 'EGYT 1440')",egypt ii.a survey society ancient egypt roman conquest readings original documents serve primary sources forthe reconstruction ancient egyptian depuydt 
924,"('BrownCut.pdf', 'EGYT 1495')",medicine ancient presents survey medicine light primary sources fields way primary sources mainly four mathematics medicine astronomy chemistry architecture etc. probably had notion kinds ofknowledge focus treatment survives extant sources probably ever depuydt 
925,"('BrownCut.pdf', 'EGYT 1910')",senior seminar.section numbers vary please correctsection number crn registering 
926,"('BrownCut.pdf', 'EGYT 1920')",senior seminar.section numbers vary please correctsection number crn registering 
927,"('BrownCut.pdf', 'EGYT 2210')",introduction stage ancient egyptian language written greek characters introduction best represented explained texts mainly biblical nature read open consent knowledge middle egyptian greek depuydt 
928,"('BrownCut.pdf', 'EGYT 2970')",preliminary examination preparation.for graduate met tuition requirement arepaying registration continue while fora preliminary 
929,"('BrownCut.pdf', 'EGYT 2980')",reading research.section numbers vary please correctsection number crn registering 
930,"('BrownCut.pdf', 'EGYT 2990')",thesis preparation.for graduate met residency requirement arecontinuing research time xlist interest concentrators 
931,"('BrownCut.pdf', 'ENGN 0020')",address technology society role technology issues need educated individuals basic technology reach opinion particular topic national international begin harry 
932,"('BrownCut.pdf', 'ENGN 0031')",honors introduction various engineering disciplines thought processes computing engineering engineering design case illustrate engineering fields statics laboratories included section honors focus programming matlab applications pursuing concentrations mechanical electrical honors successfully engineering computer place prerequisite 
933,"('BrownCut.pdf', 'MATH 0200')",available 
934,"('BrownCut.pdf', 'ENGN 0090')",management industrial concepts techniques marketing strategy finance operations human relations guest lecturers describe aspects lectures 
935,"('BrownCut.pdf', 'ENGN 0120A')",consumer shaped human life since today managed era society cell most never personal jet newton ones broad application help engineering marketing communications strategies teams identify potential new conceptualize package define business mode across confront cross-disciplinary barriers benefits limited fleeter 
936,"('BrownCut.pdf', 'ENGN 0120B')",space decades human space provided benefits global communications human exploration planets perspective earth continues inform influence technical revolutions 20th space commercial consumer market commodity rather applications remain primarily large engineering design changing paradigm several groups identify space implementation help status technology process confront technical economic societal obtaining increased benefits technologies space particular making new technologies beneficial users limited instructorpermission fleeter 
937,"('BrownCut.pdf', 'ENGN 0130')",burden changing examine most people lives essentially technological then lookat difficulties sustainable beneficial change ofinterest consequences failure consider local culture engineering ethics examples context engineering focus infrastructure housing water transportation mobile care 
938,"('BrownCut.pdf', 'ENGN 0260')",mechanical basic machine shop help fabricate hand designed introduce process environment bull bull bull bull bull bull bull bull 
939,"('BrownCut.pdf', 'ENGN 0310')",mechanics behavior materials analysis stress engineering structures media stress strain plastic time-dependent principles structural analysis application theory instability shafts states stress circle stress laboratory prerequisite 
940,"('BrownCut.pdf', 'ENGN 0410')",
941,"('BrownCut.pdf', 'ENGN 0490')",fundamentals environmental engineering.this presents broad introduction environmental engineering help environmental engineering option covers engineering chemistry fundamentals mass air water sustainable solid management atmospheric change essential planning advanced environmental engineering disciplines sciences interested technology development practice important 
942,"('BrownCut.pdf', 'ENGN 0510')",helpful notrequired analog digitization signal space digital noise information theory selected modern network theory applications biology physics interest depending preparation pursue 
943,"('BrownCut.pdf', 'PHYS 0160')",introduction waves quantum mathematically introduction special second being third those foundation suitable served introduction rather lectures six hours attendance prerequisite 
944,"('BrownCut.pdf', 'ENGN 0520')",electrical introduction electrical emphasizes design systems described linear differential domain introduced early stressed throughout circuit theorems power transient analysis laplace diodes transistors control theory there lecture engineering ethics concepts real problems lectures recitation laboratory prerequisite 
945,"('BrownCut.pdf', 'ENGN 0720')",introduction macroscopic thermodynamics applications presents basic concepts related second laws closed open analysis processes chemical phenomena magnetic materials lectures laboratory 
946,"('BrownCut.pdf', 'ENGN 0810')",fluid fluids dimensional analysis fluid statics conservation equations flows equations equation drag navier-stokes equation turbulent layers flow compressible flow sound flow change lectures laboratory 
947,"('BrownCut.pdf', 'ENGN 0900')",decision making effective situations significant technological component decision analysis time money competitive situations forecasting planning manufacturing strategy corporate culture lectures prerequisite 
948,"('BrownCut.pdf', 'ENGN 0930C')",open interested making working studio environment build projects frame novel strategies those design thinking creative collaboration play iteration cnc laser addition strategies enhance creative processes establish technical conceptual foundation design experiences limited 16. instructorpermission 
949,"('BrownCut.pdf', 'ENGN 0930L')",biomedical engineering design biomedical across disciplines invited collaborate enhance development design solutions public teams clinical advisor identify define design project meet need design process throughout concentrators register 
950,"('BrownCut.pdf', 'ENGN 0931')",internet internet visualized internet information internet internet places most importantly internet internet four four together underlying infrastructure model routing experiments internet system ethical 
951,"('BrownCut.pdf', 'ENGN 0931L')",biomedical engineering design innovation ii.this biomedical across disciplines invited collaborate enhance development design solutions public teams formed continue design project clinical advisor gaining process solutions engineering concentrators registerfor 
952,"('BrownCut.pdf', 'ENGN 1931L')",biomedical engineering design innovation ii.this part two culmination capstone educational primary objective thiscourse enhance design principles introduced engineering core curriculum set design biomedical engineering projects formed previous continue clinical need clinical advisor process solutions concentrators register 
953,"('BrownCut.pdf', 'ENGN 1000')",projects engineering design projects design concentrators electrical materials mechanical engineering teams projects discussions assembled design goal effort elect combine 
954,"('BrownCut.pdf', 'ENGN 1001')",projects engineering design projects design concentrators electrical materials mechanical engineering teams defined discussions assembled detailed design goal effort elect combine 
955,"('BrownCut.pdf', 'ENGN 1010')",entrepreneurial process innovation innovation practice process opportunities realities entrepreneurial activities placein two contexts new organizations present entrepreneurial framework entrepreneurial processes supported case elements successful entrepreneurs expert practitioners willbe introduced highlight practical approaches limited cohen harry 
956,"('BrownCut.pdf', 'ENGN 1110')",fundamental understanding mass biological systems biochemical interactions separations mass systems absorption membrane separations stage processes extraction features design concepts modern experimental computing techniques laboratory prerequisite junior level higher wong 
957,"('BrownCut.pdf', 'ENGN 1130')",chemical engineering second laws thermodynamics mass analysis chemical chemical equilibria multiphase systems fluid applications drawn chemical processing environmental 
958,"('BrownCut.pdf', 'ENGN 1140')",chemical process process synthesis flow evaluation process sizing determined rate phenomena economics thermodynamic limitations introduction applications principles case 
959,"('BrownCut.pdf', 'ENGN 1210')",convection material muscle mechanics blood thermal control 
960,"('BrownCut.pdf', 'ENGN 1220')",advanced understanding generated neurons neuronal knowledge design assist people disease injury fundamental neuronal methods stimulation methods multiple available 
961,"('BrownCut.pdf', 'ENGN 1230')",pressure temperature blood flow muscle filters computers processes temperature flow rate experimental intended primarily biomedical engineers lab 
962,"('BrownCut.pdf', 'ENGN 1300')",structural modern methods analysis statically development computer programs analysis civil mechanical structures ofthe classical structural theory direct stiffness structural analysis programs introduction methods analysis prerequisite 
963,"('BrownCut.pdf', 'ENGN 1340')",water supply treatment systems technology provides comprehensive overview protect water begins detail flows flows into wells principles hydraulics open channel river flows flood routing preventing treatment technologies advanced water treatment processes ends local treatment plant 
964,"('BrownCut.pdf', 'ENGN 1370')",advanced engineering unified dynamics particles rigid coordinates equations stability discrete systems propagation 
965,"('BrownCut.pdf', 'ENGN 1410')",physical chemistry physical chemistry solid state chemistry engineering solid state free energy thermodynamics solutions chemical kinetics solid state case industrial practice 
966,"('BrownCut.pdf', 'ENGN 1420')",kinetics processes materials introduces basic principles formulations processes materials engineering mechanisms solid state interfaces principles several relevant systems 
