,CourseID,Description
250,ENGL 325,/525 creative nonfiction 3 a workshop various techniques writing creative nonfiction a genre explores essay generates new forms borrows techniques fiction poetry and/or drama fine performing component 
251,ENGL 330,/530 literature restoration eighteenth 3 a survey english poetry fiction nonfiction prose drama 1660-1785 attention historical cultural background period representative writers dryden swift pope fielding johnson sheridan 
252,ENGL 342,/542 grammar style editing 3 explores rules patterns english grammar develop a thorough understanding english grammar apply knowledge literary style strengthen own writing editing teach english grammar focus present-day english attention grammatical variation reflect disciplinary genre conventions rhetorical considerations 
253,ENGL 343,/543 introduction linguistics 3 introduction theory methodology linguistics descriptive historical linguistics basic notions grammatical theory exploration relations linguistics branches knowledge presentation principles supplemented practical problems linguistic analysis english 135 
254,ENGL 344,/544 sociolinguistics language across cultures 3 considers intersections language structure culture linguistic cultural diversity language variation cross-culturally a global scale u.s. attention given significance linguistic cultural diversity applied contexts language educational settings cultural diversity component part science component 
255,ENGL 345,/545 theory practice tutoring writing 3 introduces theory practice tutoring writing explores unique pedagogical opportunities afforded working individually writers introduce current writing center theory address a range practical issues negotiating goals writing tutorials structuring sessions providing feedback 
256,ENGL 350,/550 british literature nineteenth 3 a survey british poetry prose romantic victorian eras reference context british european political writers wordsworth coleridge keats hazlitt scott carlyle tennyson browning arnold dickens newman hardy 
257,ENGL 365,/565 literature* 3 a a significant movement literature transcendentalism romanticism naturalism realism a group writers related regionally ethnically special way 
258,ENGL 368,/568 teaching english speakers languages theory methods 3 a theoretical historical background second language teaching theories second language acquisition special attention different cultural backgrounds practical application theories methods teaching speaking listening grammar employ readings activities discussions among various linguistic cultural traditions observe esl develop teach english language lesson cultural diversity component teaching english speakers languages theory methods 3 teaching english speakers languages theory methods 3 
259,ENGL 369,/569 teaching english speakers languages methods practices 3 a practical applications language learning involved methods teaching vocabulary reading writing special attention different cultural backgrounds employ readings activities discussions among various linguistic cultural traditions observe esl develop teach english language lesson cultural diversity component teaching english speakers languages methods practices 3 international 186 global development teaching english speakers languages methods practices 3 global development teaching english speakers languages methods practices f 
260,ENGL 372,/572 modern contemporary drama 3 readings significant works british anglophone playwrights since 1900 possible attention related influential writings time periods languages 
261,ENGL 375,/575 modern contemporary poetry 3 readings significant works british anglophone poets since 1900 possible attention related influential writings time periods languages 
262,ENGL 380,/580 writing* 3 open involve intensive writing a particular genre example personal essay dramatic poetry longer fiction writing a particular audience example writing children young adults 
263,ENGL 431,/531 advanced writing rhetoric 3 a developed fundamental writing rhetorical prepared sophisticated writing processes rhetorical analysis strategies adapting persuasive writing particular audiences purposes genres publication venues fine performing component 
264,ENGL 440,multimedia writing design 3 help improve electronic tools often workplace rules design integrate content analyze audience needs expectations create readable inviting documents multimedia authoring software write various audiences 
265,ENGL 478,/578 literature children 3 a survey types distinguished literature children developing analytical evaluative techniques introduction bibliographical aids review media research 
266,ENGL 479,/579 young adult literature 3 surveys literature suitable middle secondary schools young adult literature development analytical evaluative techniques introduction current research field 
267,ENGL 484,/594 language 3 open-topic concern a single issue language linguistics e.g language gender lexicography dictionaries dictionary writing genre analysis culture rhetoric exploring english purposes 
268,ENGL 487,practicum tesol 1-2 exposure guidance practical teaching english non‐native english speakers spend approximately 45 hours per preparation lessons teaching reflection 
269,ENGL 492,/592 creative writing 3 consider various forms creative writing drama fiction nonfiction poetry focus a single genre a series progress papers a substantial portfolio creative 
270,ENGL 493,english 3 designed juniors seniors interested active participation encourages independent thought research relies discussion rather lectures recent literary modernism women victorian print culture limited 15 english 
271,ENGL 495,independent english 3 designed provide advanced opportunity serious research a topic covered regularly scheduled english advance plan undertake projects arrange directors secure approval chair english 
272,PHIL 230,environmental philosophy ethics 3 new topic approved coordinator environmental science administrative committee environmental science electives 14 minimum 14 hours options environmental philosophy ethics 3 new topic approved coordinator environmental science administrative committee environmental science electives 10 minimum 10 hours options environmental philosophy ethics 3 a survey conceptions relationship between humanity environment kinds beliefs attitudes actions entailed those conceptions conservationism deep ecology bioregionalism political ecology creation spirituality environmental philosophy ethics 3 new topic approved coordinator environmental science administrative committee environmental electives 6-7 two options environmental philosophy ethics 3 new topic approved coordinator environmental science administrative committee capstone 1-3 options 
273,MET 440,global climate change 3 new topic approved coordinator environmental science administrative committee least 11 hours a level 300 higher capstone 2-4 global climate change 3 new topic approved coordinator environmental science administrative committee least 7 hours a level 300 higher capstone 2-4 global climate change 3 degree completion degree sciences a geography geography leads bachelor degree completion degree sciences a geography meteorology leads bachelor science degree 1 take requirement geography meteorology 164 geography science part science component meet requirement /540 global climate change 3 examination physical processes global climate change past future issues future climate change greenhouse forcing important atmospheric oceanic feedback mechanisms investigate local regional climate changes resulting land deforestation desertification addition discussing relevant literature explore several climate data sets 
274,ENVS 499,colloquium environmental science management 1 environmental science 140 complementary environmental science minimum 32 a a first interdisciplinary eligible take environmental science complementary a minimum 32 hours taken according accordance restrictions interdisciplinary interdisciplinary programs section catalog see page369 environmental science core 14 colloquium environmental science management 1 additional options colloquium environmental science management 1 environmental science 141 environmental environmental described interdisciplinary programs section page 373. environmental science 
275,ENVS 290,environmental science 1-3 topical environmental science might water resources air pollution environmental restoration sustainable energy interest topic different 
276,ENVS 381,cooperative environmental science 1-2 environmental research management a cooperating employer midterm final written reports hours assigned per sciences guidelines s/u additional 
277,ENVS 386,internship environmental science 0.5-3 professional cooperating public private organizations state environmental agencies environmental consulting firms final report up 6 s/u 
278,ENVS 490,advanced environmental science 1-3 advanced topical environmental science might water resources air pollution environmental restoration sustainable energy interest topic different 
279,ENVS 495,independent research environmental science 0.5-3 a project environmental scientific merit under guidance a faculty sponsor final report s/u additional 
280,EAST 495,topic chinese language count toward abroad opportunities hangzhou program available see page 22 details considering abroad consult chair advisor early possible foreign languages literatures 144 valparaiso international engineering program china viep china engineering wish enhance program chinese language abroad overseas cooperative placement see page 322 details viep china program chinese f 
281,LC 101,beginning chinese i 4 basic elements modern chinese mandarin four tones sentence structure chinese characters taken taken language china refer foreign language policies stated beginning page 142. f. taken taken language china f 
282,LC 200,chinese literary 3 selected works chinese literature english translation readings represent significant genres literary periods presented biographical historical cultural context provides instruction practice writing careful critical analysis readings topic varies counted toward a chinese counted toward chinese japanese literature component requirement f 
283,LC 102,focusing speaking aural comprehension reading writing drills discussion readings introduction simplified characters cursive script continuously increasing chinese f 
284,LC 203,emphasizing development speaking aural comprehension reading writing readings a variety sources contemporary chinese short stories lectures newspapers sessions conducted chinese much possible f 
285,CHST 607,development advanced writing presentation chinese a variety primary source materials contemporary non-fiction essays fictional works strengthen grasp different language registers enhance ability summarize key information lively engaging ways gain a better appreciation chinese literature culture refine ability write a variety styles genres various occasions f 
286,LC 407,a variety primary source materials contemporary non-fiction essays fictional works focus expanding vocabulary into broad topical areas applying grasp different language registers rhetorical styles learned f practical tasks summarizing short news items describing geographical setting climate culture places introducing career interests oral written forms foreign languages literatures 145 f 
287,LC 486,internship chinese 1-4 direct supervised a cooperating business government agency service agency involving significant chinese applied a chinese s/u f 
288,LF 101,beginning french i 4 introduction french language culture spoken written communication refer foreign language policies stated beginning page 142. f 
289,LF 200,french francophone literary 3 selected works french francophone literature english translation readings represent significant genres literary periods presented biographical historical cultural context provides instruction practice writing careful critical analysis readings counted toward a french literature component requirement f 
290,LF 203,intermediate french 4 a consolidation french language interpersonal interpretive presentational communication increase control grammatical structures broaden vocabulary become familiar french francophone cultures f 
291,LF 204,french composition conversation 4 a review expansion french language interpersonal interpretive presentational communication refine grammatical accuracy write varied participate extensive oral practice read literature authentic texts while building understanding french francophone cultures paris centers similarly accredited programs f 
292,LF 220,approaches french literature 3 introduction strategies reading interpreting writing french literature reading discussion works a variety literary genres particular attention textual analysis explication de texte sections writing intensive requirement f 
293,LF 240,french phonetics 3 a principles french phonetics special difficulties encountered brief introduction french language f 
294,LF 260,french film 3 examines film artistic medium context french cinema origins present taught english focuses cultural historical context cinematic technique instruction practice writing critical analyses film counted toward a french fine performing component f 
295,LF 271,french play production 1-3 rehearsal performance a play excerpts a play french prior acting fine performing component foreign languages literatures 147 f 
296,LF 300,french francophone cultures 3 a critical cultural contributions france francophone done english topic varies counted toward a french cultural diversity component f 
297,LF 301,advanced oral expression 3 development advanced speaking oral comprehension intensive oral practice discussion role-play debate activities improve fluency increase vocabulary refine grammatical accuracy appropriate linguistic register f 
298,LF 302,advanced written expression 3 development advanced writing french a variety source materials film fiction nonfiction writing develop vocabulary improve grammatical accuracy refine ability write a variety styles genres various occasions f 
299,LF 306,contemporary french language communication 3 develops advanced language cultural knowledge contemporary french-language media newspapers magazines television cinema internet f 
300,LF 307,professional french 3 a french language international business commercial technology correspondence basic workings french business f 
301,LF 351,french texts society feudalism humanism 3 interdisciplinary survey french literature cultural middle ages renaissance culturally significant texts literary historical philosophical artistic examined context medieval early modern french society f 
302,LF 352,french texts society absolutism revolution 3 interdisciplinary survey french literature cultural classical age end ancien régime culturally significant texts literary historical philosophical artistic examined context classicism enlightenment prerevolutionary french society f 
303,LF 353,french texts society romanticism fifth republic 3 interdisciplinary survey french literature cultural napoleonic era present culturally significant texts literary historical philosophical artistic examined context french society last two centuries f french texts society romanticism fifth republic 3 german f 
304,LF 486,internship french 1-4 direct supervised a cooperating business government agency service agency involving significant french applied a french s/u foreign languages literatures 148 f 
305,LF 493,senior french 3 a senior-level capstone integrates knowledge previous french language speaking listening writing reading refined depth nuance added understanding french literature culture contemporary events f 
306,LGR 101,beginning german i 4 introduction german language culture spoken written communication refer foreign language policies stated beginning page 142. f 
307,LGR 200,german literary 3 selected works german literature english translation readings represent significant genres literary periods presented biographical historical cultural context provides instruction practice writing careful critical analysis readings counted toward a german fulfills literature component f 
308,LGR 203,intermediate german 4 a consolidation german language interpersonal interpretive presentational communication increase control grammatical structures broaden vocabulary become familiar german-language cultures f 
309,LGR 204,german composition conversation 4 a review expansion german language interpersonal interpretive presentational communication refine grammatical accuracy write varied participate extensive oral practice read literature authentic texts while building understanding german-language cultures reutlingen center f 
310,LGR 220,approaches german 3 introduction strategies reading interpreting writing german texts reading discussion works a variety genres particular attention textual analysis fulfills literature component requirement f 
311,LGR 260,german film 3 selected films representing significant milestones german cinema 1920s present conducted english focuses cultural historical context cinematic technique instruction practice writing careful critical analysis films counted toward a german fine performing component f 
312,LGR 271,german play production 1-3 rehearsal performance a play excerpt a play german prior acting additional fine performing component requirement f 
313,LGR 272,advanced german grammar 1 targeted review practice grammar structures german elective topic varies counted toward a german once f 
314,LGR 305,german professions 3 a german language business technology basic commercial technical vocabulary workplace correspondence professional presentation advanced communication developed f 
315,LGR 306,german media 3 a german language contemporary society media newspapers magazines radio television film internet advanced communication developed foreign languages literatures 150 f 
316,LGR 341,german language 3 a historical development german language introduced basics linguistics linguistic change indo-european present contemporary dialect variation german f 
317,LGR 351,german middle ages humanism 3 a german-language literature culture emergence holy roman empire german nation luther early modern era intellectual aesthetic works e.g architecture drama music philosophy poetry prose fiction examined cultural historical context f 
318,LGR 352,german enlightenment revolution 3 a german-language literature culture beginnings modern era failed revolution 1848. intellectual aesthetic works e.g architecture drama music philosophy poetry prose fiction examined cultural-historical context f 
319,LGR 353,german constructing a modern nation 3 a german-language literature culture emergence first unified german nation-state nineteenth present intellectual aesthetic works e.g architecture drama music philosophy poetry prose fiction examined cultural-historical context f 
320,LGR 486,internship german 1-4 direct supervised a cooperating business government agency service agency involving significant german applied a german s/u f 
321,LGR 493,senior german 3 a senior-level capstone integrates knowledge previous german language speaking listening writing reading refined depth nuance added understanding german literature culture contemporary events f 
322,LGR 498,honors candidacy german 3 see honors page 64. foreign languages literatures 151 greek roman greek roman minimum 27 twelve coursework placement greek latin language* 12 options 
323,GKRO 493,senior greek roman 3 case advanced placement least four language s completed campus greek roman minimum 16 four greek latin language completed campus 4 nine greek roman 9 three four elective options greek roman senior greek roman 3 a senior-level capstone integrates knowledge previous language culture greek roman language particularly reading writing interpretation in-depth analysis refined depth nuance added understanding greek roman literature culture modern reception 
324,GKRO 200,tales heroism greek roman epic poetry 3 a greek roman epic poetry translation cultural background value influence close critical reading discussion works homer vergil epic cycle introduction literary analysis critical writing knowledge greek latin literature component foreign languages literatures 152 
325,GKRO 201,antiquity stage drama greece rome 3 a greek roman drama translation cultural background value influence close reading discussion works aeschylus sophocles euripides aristophanes plautus terence seneca introduction literary analysis critical writing knowledge greek latin literature component 
326,GKRO 202,greek latin roots english 3 a etymology english language close analysis word roots original greek latin languages critical reading writing communication emphasized together historical conceptual linguistic influence greek roman cultures knowledge greek latin cultural diversity component 
327,GKRO 220,introduction greek roman archaeology 3 a ancient archaeological sites sculpture painting architecture relationship political cultural ancient greece rome mediterranean field trip a museum knowledge greek latin fine performing component 
328,GKRO 250,greek roman monuments context 3 a travel ancient greek roman artistic expression takes place europe focus archaeological sites museum collections trips conducted greece italy roman germany summers trips different knowledge greek latin fine performing component 
329,GKRO 251,greek roman mythology 3 survey greek roman myths influence enduring works architecture literature media knowledge greek latin fine performing component 
330,GKRO 260,greece rome film 3 selected films representing greek roman civilization culture 1920s present focuses cultural historical context dynamics reception interpretation adaptation ancient modern audiences instruction practice writing careful critical analyses film introduction greek roman reception knowledge greek latin fine performing component 
331,GKRO 290,greek and/or roman 3 a selected themes issues culture values diversity greek roman impact modern society literature film media possible women antiquity ancient athletics slavery race ancient greece rome cultural diversity ancient greece rome barbarians “ ” antiquity egyptomania rome knowledge greek latin provided there duplication material cultural diversity component 
332,HIST 310,a greek civilization late bronze age hellenistic period cultural political developments knowledge greek latin component 
333,HIST 311,a roman civilization 8th b.c council nicea a.d. 325 cultural political developments knowledge greek latin component foreign languages literatures 153 
334,GKRO 321,fieldwork archaeology 1-3 participation approved excavation archaeological site studying cultures ancient greece and/or rome participants receive on-site instruction excavation goals methods two weeks normally earn presentation research 
335,GKRO 390,greek and/or roman 3 selected themes issues greek roman literature language civilization discussions specific textual material evidence greece rome e.g lyric poetry satire epistolography modern receptions adaptations e.g persuade people tips ancient rhetoric greece rome midwest writing letters ancient modern provided there duplication material literature component greek and/ roman philosophy 3-credit philosophy phil except 
336,GKRO 486,internship greek roman 1-4 direct supervised a museum cooperating business government educational service agency dedicated preservation promotion languages cultures ancient mediterranean especially greece rome applied a greek roman s/u 
337,LGK 305,advanced ancient/biblical greek 2 application language reading interpretation specific texts original language focuses a author genre period greek prose poetry provided there duplication material f 
338,LL 101,first latin 4 introduction latin language ancient roman culture reading comprehension speaking textual interpretation refer foreign language policies stated beginning page 142. f 
339,LL 305,advanced latin 2 application language reading interpretation specific texts original language focuses a author genre period latin prose poetry provided there duplication material f 
340,LL 495,supervised reading research latin 1-4 intended capable doing independent interpretation latin language literature roman culture final project f 
341,LH 101,-102. content tailored objectives readings biblia hebraica classical hebrew texts advanced grammar syntax and/or original research into hebrew language literature topic varies foreign languages literatures 155 japanese japanese minimum 16 a minimum 16 hours japanese abroad opportunities  kansai gaidai program available and/or see page 25 details considering abroad consult chair advisor early possible japanese f 
342,LJ 200,japanese literary 3 selected works japanese literature english translation readings represent significant genres literary periods presented biographical historical cultural context provides instruction practice writing careful critical analysis readings counted toward a japanese fulfills literature component requirement f 250 481 482 483 486 16 four chinese language except f 250 481 482 483 486 12 four chinese language except f 
343,LJ 250,japanese literature fine 3 selected works japanese literature english translation correlates visual and/or music knowledge japanese topic japanese poetry calligraphy fine performing component requirement f japanese literature fine topic japanese poetry calligraphy 
344,LJ 322,readings modern japanese literature 3 readings a variety fictional works twentieth-century authors original japanese discussion themes narrative techniques literary texts f 
345,LJ 486,internship japanese 1-4 direct supervised a cooperating business government agency service agency involving significant japanese applied a japanese s/u f 
346,LJ 495,supervised reading research japanese 1-4 intended capable doing independent japanese language civilization literature research paper spanish spanish minimum 27 f 
347,LS 101,beginning spanish i 4 introduction spanish language hispanic cultures spoken written communication refer foreign language policies stated beginning page 142. f 102 203 204 307. sciences communication 145 243 345 360 366 372. economics 
348,LS 200,hispanic literary 3 selected works spanish language literature english translation readings represent significant genres literary periods presented biographical historical cultural context provides instruction practice writing careful critical analysis readings counted toward a spanish fulfills literature component requirement f 
349,LS 203,intermediate spanish 4 a consolidation spanish language interpersonal interpretive presentational communication increase control grammatical structures broaden vocabulary become familiar hispanic cultures f 
350,LS 204,spanish composition conversation 4 a review expansion spanish language interpersonal interpretive presentational communication refine grammatical accuracy write varied participate extensive oral practice read literature authentic texts while building understanding hispanic cultures f spanish composition conversation 4 elective numbered 204 3-4 chinese japanese options f spanish composition conversation 4 elective numbered 204 chinese japanese options f intermediate spanish spanish composition conversation 4 4 latin region f intermediate spanish spanish composition conversation 4 4 international track two single-language sequences listed business 300 international elective tracks tracks east asian region 6 two options 
351,LS 220,selected readings hispanic literature 4 reading discussion works hispanic literature representative various literary genres techniques literary analysis sections writing intensive requirement f 
352,LS 231,spanish civilization 4 a intended further ’ s knowledge varied elements spanish culture lectures individual oral participation spanish f 
353,LS 303,advanced communication spanish 3 toward mastery difficult aspects spanish grammar intensive practice oral written expression provides opportunity advance ' abilities communicate effectively a variety personal professional settings f advanced communication spanish 3 options f 
354,LS 306,contemporary hispanic society communications 3 latin spanish newspapers magazines radio television films build advanced language familiarize modern-day hispanic f contemporary hispanic society communications 3 options f 
355,LS 308,spanish service professionals 3 designed intending spanish service professions medicine church etc. discipline-related vocabulary expand content knowledge relevant service fields polish spanish-language f counted among broaden contextual knowledge ministry taking a minimum 12 complementary disciplines listed alternative permitted sake specific professional objectives approval 's advisor chair theology note taken counted toward a a second symposium para-curricular activities completing theology ministry encouraged participate 
356,LS 486,internship spanish 1-4 direct supervised a cooperating business government agency service agency involving significant spanish applied a spanish f 
357,LS 493,senior spanish 3 a senior-level capstone integrates knowledge previous spanish language speaking listening writing reading refined depth nuance added understanding hispanic literature culture contemporary events f 
358,SOC 275,systems stratification 3 note where appropriate geography meteorology 161 bachelor science – geography minimum 37 environmental core 22 systems stratification 3 degree completion degree sciences a leads bachelor degree pre-law pre-law taking a consult advisor appropriate selections selection a second a examination systems stratification 3 psychology 251 examination a statistics freshman sophomore take partially cultural diversity requirement level i level i designed give a broad overview sociology typically expose different sociological taught introductory level systems stratification 3 examines four divisions found united states postmodern societies examine 1 gender identity behavior 2 3 race ethnicity 4 sexuality cultural diversity component normally every 
359,MATH 131,calculus i 3+2 4 note opting a science second complete b.s degree select a program outside geography meteorology geography minimum 16 geography chosen consultation his her advisor 100-level 200-level two 300-level higher geography meteorology 162 geographic information systems minimum 16 options 132 earned level examination program subject examination introductory calculus ap calculus program approval schedules taking a schedules approved chair his/her representative before registration mathematics calculus i 3+2 4 see paragraph placement a first calculus sequence limits continuity differentiation application derivative intermediate value theorem definite integrals fundamental theorem calculus transcendental functions throughout quantitative analysis component open techniques integration applications definite integral improper integrals introduction differential equations convergence sequences series taylor series parametric equations polar coordinates calculus i. high placement system goes placement mathematics anything higher calculus i requires previous appropriate pre-requisite classes example received ap calculus i start calculus ii placement group take math placement assessment minimum standards preliminary placement level  pl 3 act math 30 – 36 sat calculus desired minimum standards preliminary placement level  pl 2 act math 25 – 29 sat 
360,MATH 270,ordinary differential equations 3 progression order remain maintain a combined minimum point average 2.300 valparaiso meteorology those mathematics physics meteorology reviewed initially end second campus thereafter meteorology minimum 16 options ordinary differential equations 3 differential equations a single variable solutions graphical exact numerical applications ordinary differential equations laplace transforms introduction systems linear differential equations eigenvalues eigenvectors solving systems latter taken concurrently ordinary differential equations 3 options ordinary differential equations 3 options 
361,GEO 102,globalization development 3 a regional survey developing countries economic political development context growing global interconnectedness explore issues colonization cultural change ethnic conflict environmental modification cultural diversity component partially science component 
362,GEO 200,ethnic geography 3 analysis rich ethnic diversity united states immigration regional settlement cultural groups physical expression north landscape topical themes language religion politics urban imprints cultural diversity component partially science component 
363,GEO 201,economic geography 3 analysis location economic activities parts a system partially science component 
364,GEO 265,sustainability environment economy society 3 introduction principles practices sustainability seek integrate environmental stewardship economic development justice partially science component writing-intensive 
365,GEO 274,north indian film 3 plays novels film helps distinctive features native life understood native americans dispels common myths native americans examines struggle different tribes maintain identities provides insights into values religious beliefs cultural diversity component partially science component 
366,GEO 280,geography cyberspace 3 a exploring geographical dimensions internet media telecommunications consideration urban telecommunication online community virtual spaces partially science component writing-intensive 
367,GEO 301,/501 regional geographies 3 a geographic interpretation environmental cultural political economic patterns 's regions united states canada latin america europe asia africa regional offering different certain regional offerings cultural diversity component partially science component 
368,GEO 320,urban geography 3 a treating urban settlements distinct geographic units covered urban settlement economic classification cities patterns urban land field trip partially science component geography meteorology 165 urban geography 3 minimum 15 fifteen options 
369,GEO 321,urban regional planning 3 a treating nature purposes objectives modern community planning promotion economic wellbeing field trip partially science component 
370,GEO 420,rural geography 3 examines changing geography rural areas globalization transformation rural economies agriculture rural environmental issues tourism rural cultures identities geography country music partially science component 
371,GEO 470,/570 political geography 3 investigation relations among political activities organizations geographic conditions develop political power discussed terms spatial human cultural ethnic geography interest political science partially science component 
372,GEO 474,/574 historical geography united states 3 a regional treatment exploration colonization territorial expansion migration transportation settlement economic development country relation physical environment primarily designed majoring sciences partially science component particular interest 
373,GEO 475,/575 culture nature landscape 3 advanced cultural geography exploring integration culture nature material landscapes representation literature media examination culture consideration race ethnicity gender nationality field trip partially science component environmental geographic information science 
374,GEO 104,introduction geomorphology 3+2 4 scientific analysis natural processes human impacts affecting development landscapes earth planets interrelationships geologic climatic hydrologic biological cycles creating reshaping landforms field trips a laboratory component partially natural science component 
375,GEO 130,earth 3+2 4 introduction earth observation a distance a land life water human presence changes surface earth aerial photographs satellite imagery essential interpreting measuring earth surface features processes various remotely sensed data a laboratory component partially natural science component 
376,GEO 204,national parks 3 a geographic concepts physical cultural national park areas 55 national parks national monuments areas controlled park system four-day field trip break mammoth cave national park 
377,GEO 215,introduction geographic information systems 3+2 4 introduction theory practical geographic information systems powerful research tools combine computer mapping databases provide diverse combinations spatial information modeling capabilities enhance decision-making processes planning gis usage highly multidisciplinary interest several programs civil engineering biology business sciences a laboratory component geography meteorology 166 introduction geographical information systems 4 interdisciplinary programs 371 fundamentals business objective objective fundamentals business introduce nonbusiness sciences engineering nursing professions fundamentals business business requires maintain a minimum cumulative point average 2.250. fundamentals business minimum 18 
378,GEO 225,cartography map design 3 introduction science drafting accurate visually interesting maps offers practical training elements data acquisition compilation map projections scales design layout typography color semiotics statistical methods mapping geographically referenced information role cartography geography public engineering business environment society discussed 
379,MET 240,exploration past climate changes issue contemporary anthropogenic greenhouse warming gain understanding forcing mechanisms behind climate change feedbacks important climate system open received 
380,GEO 285,natural hazards 2+2 3 investigation physical causes geographic distribution human threats a wide range environmental hazards earthquake volcano tsunami landslide hurricane tornado flood disasters make abundant gis remote sensing technology 
381,GEO 290,geography 1-3 designed examine current geographic minority settlement patterns communities cultural ecology geographic techniques travel tourism medical geography problems associated physical environment topic different 
382,GEO 330,remote sensing environment 3 develops technical methodological needed analyze digital remote sensing data earth ’ s environments image processing classification feature extraction band indices e.g ndvi change analysis mapping modeling placed applications culminating a project presentation prior remote sensing needed 
383,GEO 365,biogeography 3 introduces important interdisciplinary bridge between biology geography biogeography inferring ecological evolutionary relationships between living organisms physical environment analysis spatial temporal distribution patterns assess patterns variation across physical gradients latitude climate elevation isolation relation distribution plant animal species earth discuss human activities domestication habitat alteration species introduction extinctions global environmental changes 
384,GEO 385,/585 field 0+4 1-3 a designed develop methods techniques geographic field a week intensive a field site a time session possibly late summer additional fees charged cover expenses 
385,GEO 404,/504 advanced geomorphology 2+4 4 a principles analysis complex geomorphic processes resulting landforms enhance knowledge physiographic processes topographic forms laboratory exercises a 4-day field trip 
386,GEO 415,/515 advanced geographic information systems 3 a research design execution gis enhance knowledge gis packages advanced operations while researching a topic problem individual and/ projects focus designing research gis geography meteorology 167 
387,MET 460,examine analysis methods geosciences a focus environmentally collected data sets emphasizes visualization data applications ranging basic model building regression introductory time series analysis primary tool analysis r open source software package runs virtually platform 
388,GEO 490,/590 selected geography 1-3 advanced geography landform analysis human environmental impact biogeography environmental management international business considered topic different 
389,GEO 496,research geography 1-3 working individually part a research group conduct original research geography under direction a faculty member collect analyze data report results writing oral presentation open regardless standing s/u 
390,MET 103,introduction meteorology 3+2 4 introductory providing a overview atmospheric science midlatitude cyclones anticyclones air masses atmospheric stability precipitation processes convection a laboratory component partially natural science component 215 216 240. approved mechanical engineering mathematics/science electives 
391,MET 130,weather technology 3 a designed give available weather technology introduced linux operating system computer software specifically meteorology plotting meteorological charts introduction simple shell scripting map making play a large role additionally introduced formal map analysis mid-latitude weather systems 
392,MET 190,weather climate 3+2 4 provides general-education atmospheric science potential severe unusual weather great lakes weather climate climate change designed non-majors interested learning weather climate a laboratory component natural science component 
393,MET 215,climatology 2+2 3 a scope controls climate investigation global regional local scales included climate classification climate models climate change a laboratory component geography meteorology 168 
394,MET 216,introduction meteorological observation analysis 3 introduces atmospheric structures conceptual models basic techniques meteorological analysis upper-air surface observation codes ncep operational products atmospheric observing systems doppler radar wind profilers satellites asos discussed 
395,GEO 240,exploration past climate changes issue contemporary anthropogenic greenhouse warming gain understanding forcing mechanisms behind climate change feedbacks important climate system open received 
396,MET 271,aviation meteorology 3 introduction analysis forecasting weather phenomena related aviation industry aircraft icing turbulence wind shear severe storms aviation forecasting advanced metar coding terminal aerodrome forecasts tafs introduction related software packages bufkit 
397,MET 279,severe storm prediction nowcasting 3 examines historical development severe storm research forecasting watch/ warning methodologies morphologies supercell multicell thunderstorms tornadoes synoptic mesoscale case investigated 
398,MET 290,meteorology 1-3 selected meteorological appropriate intensive investigation intermediate level relationship between meteorology disciplines remote sensing natural hazards meteorology sciences topic different 
399,MET 291,professional perspectives 1 a aimed preparing scholarships internships postgraduate life atmospheric science career paths atmospheric science explored preparation graduate school employment create resumes cover letters personal essays interview techniques professional expectations concerns reviewed professional ethics responsibilities scientists discussed 
400,MET 292,lake effect snow analysis forecasting 1 examines analysis forecasting lake effect snow addition reading journal articles covering several aspects lake effect snow explore case great lakes format a combination presentations discussion lecture 
401,MET 319,tropical meteorology 3 introduction synoptics dynamics tropical weather systems interaction influence global circulation oceanic current systems monsoons tropical cyclones enso local/ mesoscale circulations 
402,MET 330,meteorological computer applications 3 introduction computing atmospheric science context fortran programming windows unix environments analyze meteorological processes convection advection phase changes etc additional programming languages included appropriate 
403,MET 335,meteorological instruments 3 introduction meteorological instrumentation measurements common meteorological variables physical principles instrument introduced attention paid limits atmospheric measurements data quality control sources error a number different instruments throughout temperature sensors radiosonde packages barometers geography meteorology 169 
404,MET 350,boundary layer meteorology 3 a physical processes earth ’ s boundary layer microclimate turbulent transfer boundary layer surface energy balance turbulent fluxes heat moisture momentum evapotranspiration modification weather climate due surface boundary layer conditions 
405,MET 369,/569 atmospheric thermodynamics 3 survey atmospheric system basic characteristics variables radiation thermodynamics vertical temperature structures stability concepts evaluation physics clouds precipitation processes 
406,MET 372,/572 atmospheric dynamics i 3+2 4 a survey fundamental forces laws govern atmospheric processes emphases derivations applications basic equations motion atmospheric thermodynamics gradient geostrophic flow circulation a laboratory component meteorology 
