,School,CourseID,Descriptions
104,WilliamJewell,ECO 329 Economic Development	(4 cr. hrs.) ,"This course introduces students to the economic, social, political and institutional mechanisms necessary to bring about rapid and large-scale improvements in the standard of living for the masses of Africa, Asia and Latin America. Students will be required to write a research paper in which they apply economic theory to a development area. Cross-listed with CTI 279."
105,WilliamJewell,ECO 402 Money and Banking	(4 cr. hrs.) ,"This money and banking course covers the history and structure of the financial system, objectives and instruments of monetary policy and current monetary issues. Particular attention is given to the discussions about money, interest rates, the banking industry and financial institutions. Students will also learn about central banks across the world and global monetary policy. The course concludes with the study of international finance as well as current monetary policy challenges. Prerequisite: ECO 202 or consent of instructor."
106,WilliamJewell,ECO 404 International Economics	(4 cr. hrs.),"International economics spans the fields of international trade and international monetary economics. The international trade section of the course focuses on classical, neoclassical and modern trade theories. Gains from trade, empirical tests of the trade models and trade policies are discussed. Trade and developing countries concludes the discussions on international economics. International monetary economics covers balance of payments, foreign exchange markets, financial markets and monetary and fiscal policy in an open economy. The course concludes with discussions on exchange rate policies and the international monetary system. International economics provides students with an excellent opportunity to learn how trade, finance and monetary systems link countries in a global economy. Prerequisites: ECO 101 and ECO 202 or consent of instructor."
107,WilliamJewell,ECO 410 Special Topics in Economics	(4 cr. hrs.),This course may be repeated when topics vary. Depending on the subject matter the professor will define the prerequisites for the course. This course will not be offered regularly but rather as topics of interest arise.
108,WilliamJewell,ECO 451 Seminar in Economics	(4 cr. hrs.),"Each student will research an economic area, such as labor economics, development, banking or international economics and write a substantive research paper that emphasizes how specific economic theories can be applied in that area. Senior standing or consent of instructor."
109,WilliamJewell,ECO 481 Internships	(1-6 cr. hrs.) ,"Experiential learning opportunities with approved business sponsors. Enrollment is with instructor consent through regular registration process. Evaluation is by letter grade through assessment of weekly journals, written evaluation by business supervisor and a final reflection paper. Students must commit to a work schedule of 45 contact hours for every credit hour sought, up to a cumulative maximum of 6 credits. Project work assignments are expected where students can apply classroom knowledge to real business challenges. Prerequisites: 3.0 GPA, completion of 60+ hours or instructor’s consent."
110,WilliamJewell,ENT 220 The Entrepreneurial Mindset	(4 cr. hrs.) ,"This course will provide students with the fundamental understanding of the entrepreneurial mindset. Students will participate in developing a feasibility study around a new business concept to increase their understanding of the entrepreneurial process and develop their skills. Students will learn about idea conception, opportunity identification, operationalizing an idea and assessing the validity of a new business concept. Prerequisite: CRE 100."
111,WilliamJewell,ENT 281 Entrepreneurial Internship	(2 cr. hrs.) ,"This course provides hands-on experience working with entrepreneurial practitioners and growth ventures so students can learn to plan, manage and invest in the contexts in which they operate. Students will work directly with entrepreneurs in all aspects of the business. This first field experience is designed to expose them to the different aspects of an entrepreneurial endeavor and further develop the entrepreneurial mindset. This course requires students/teams to present their work to their classmates, so all may learn from each other. More specific learning objectives will depend on each project’s topic."
112,WilliamJewell,ENT 362 New Venture Creation	(4 cr. hrs.) ,"This course is an introduction to the entrepreneurial process from conception to the birth of a new venture. It discusses attributes of successful entrepreneurs, innovation and creativity, opportunity, recognition, venture screening, identification of resources and feasibility analysis. There will also be an extensive applied project in the course. Prerequisites: BUS 202 and ACC 111."
113,WilliamJewell,ENT 481 Entrepreneurial Field Experience	(4-8 cr. hrs.) ,This course provides hands-on experience for students who are interested in starting their own ventures. Students will take one of two tracks depending on their readiness and opportunities available. Students will either have an in-depth field experience with a burgeoning entrepreneurial endeavor or they will be involved in starting their own new venture. In both situations students will be working with a relevant mentor who can help them proceed through the entrepreneurial process. These students working with entrepreneurial practitioners and growth ventures will be given a significant role and/or project in the enterprise and will work with the entrepreneur to further the ventures goals. Students who work on their own new ventures will define specific goals to achieve with their faculty mentor and will work towards the goal of launching their new venture.
114,WilliamJewell,IHC 101 Organizational Foundations	(2 cr. hrs.) ,"The course helps students develop facility in applying the basic tenets of general management to actual situations and dilemmas that might be faced by health care managers. This course will address the issues of management challenges, context, mode of operations and barriers to success in the health care field."
115,WilliamJewell,IHC 102 Health Care and Its Role in Society	(2 cr. hrs.) ,"This course will provide an overview of the organization of health care within the context of the community with emphasis on political, social and cultural influences. It is concerned with the structure, objectives and trends of major health and health- related programs in the United States to include sponsorship, financing, training and utilization of health care personnel."
116,WilliamJewell,IHC 212 Principles of Health Care Economics	(4 cr. hrs.) ,"This course explores the health care sector and health policy issues from an economic perspective. It will examine the demand for health and medical care services, health insurance markets, federal health insurance programs and the pharmaceutical industry. Prerequisites: IHC 101 and 102."
117,WilliamJewell,LSP 250 Cornerstone Course	(2 cr. hrs.) ,"This course will introduce students to leadership theory, engage them in a variety of self- understanding and assessment exercises, provide them individual and collective leadership experiences and assist them in preparing and executing their first leadership growth plans."
118,WilliamJewell,LSP 300 Volunteer Internship	(1 cr. hr.) ,"This internship is a non-paid experience fostering civic volunteerism and civic leadership. Its purpose is to link theory and practice, providing students the opportunity to observe in a volunteer setting the leadership/followership concepts studied in the program. Each student will work under the supervision of a leadership mentor and will devote a minimum of 70 hours to the internship. Forum obligations and meetings with instructors will be included in the 70 hours."
119,WilliamJewell,LSP 301 Vocational Internship	(1 cr. hr.) ,"This internship provides an opportunity for students to explore and experience first-hand their own career interests. Its purpose is to link theory and practice, providing students the opportunity to observe in a vocational setting the leadership/followership concepts studied in the program. Each student will work under the supervision of a leadership mentor and will devote a minimum of 70 hours to the internship. Forum obligations and meetings with instructors will be included in the 70 hours. The internships must have a reasonable relationship to students’ majors. Students may accept pay for this internship."
120,WilliamJewell,LSP 350 Capstone Course	(2 cr. hrs.) ,The course will re-examine leadership theory and assist students in creating a plan for continued personal and leadership growth. Students design and implement a “Leadership Legacy” project. Spring semester of junior year or spring semester of senior year if the student enters as a sophomore or elects to study overseas during the junior year. Prerequisites: LSP 300 and 301.
121,WilliamJewell,LSP 351 Leadership in Modern Society 	(2 cr. hrs.) ,"This is a senior-level course taught by the President of the college focusing on the evolving complexities of having a high-level leadership role in modern society. Topics include, “The Penalties of Leadership,” “Fragmentation and the Common Good,” “The Rigors of Public Life,” and “The Anti-leadership Vaccine ” Prerequisite: senior standing."
122,WilliamJewell,LSP 401 Nonprofit Law and Risk Management	(3 cr. hrs.) ,"This course investigates the legal issues and organizational risks affecting nonprofit organizations today. Students will study the foundational laws and regulations governing nonprofit organizations. Content includes strategies to create and perpetuate safe and productive environments for all stakeholders and effects of sound decision-making to diminish and control corporate and individual liability. In addition, students will examine the risk management factors that need to be considered in nonprofit leadership but are not limited to insurance basics, managing employment risks, managing governance risks, special event safety, managing facility risks and risk management for youth and human service programs."
123,WilliamJewell,LSP 475 Nonprofit Leadership Internship 	(3 cr. hrs.),"A structured, 210-hour internship (minimum) with a 501(c)(3) nonprofit organization, this internship provides the student an opportunity to experience the nonprofit field and gain real-world experience in the field of nonprofit leadership. Students will observe and practice implementing professional nonprofit competencies along with building networks and relationships in the nonprofit field. Students will keep a journal, have a mentor evaluator and complete a reflection paper upon completion of the internship. Prerequisite: LSP 100 or BUS 202."
124,WilliamJewell,LSP 490 Nonprofit Leadership Institute	(1 cr. hr.) ,"The Nonprofit Solutions Conference is a national, premier conference for nonprofit organizations, volunteers and professionals that is held in Kansas City. Students will attend and experience keynote speakers and workshops focused on critical nonprofit leadership topics such as fundraising, marketing, program development, communications, risk management, governance, board development, volunteer and staff management, public policy, advocacy and strategic planning. Students will have a unique opportunity to network with attendees during the two-day conference. In addition to attending the Nonprofit Solutions Conference, students will work with a local nonprofit organization for a full day case study experience. The case study experience will be congruent with the Nonprofit Solutions Conference topics. A detailed reflection paper and case study analysis will be the culminating assignments. Students must have junior or senior standing, must be an active member of the Jewell Nonprofit Leadership Association, must have completed one nonprofit internship, must be working towards the William Jewell College Nonprofit Leadership Certificate and must obtain the instructor’s consent to take this course."
125,WilliamJewell,"LSP 520 Formation of a Leader: 
Doniphan Leadership Institute	(3 cr. hrs.) ","This course is designed for learners who are executive leaders in corporate, nonprofit, education and government industries to enhance and develop their leadership capabilities. Students learn leadership theory and practice through classroom lectures, facilitated conversations and experiential learning. Students learn leadership application through assigned readings, self-exploration exercises, the development of a leadership growth plan, papers, case study analysis and real world application in the positions they hold. Prerequisite: Bachelor’s degree."
126,WilliamJewell,CHE 121 General Chemistry I	(4 cr. hrs.) ,"Principles, concepts and methods that are basic to the study of chemistry are introduced in this course. Typical topics include inorganic nomenclature; atomic structure; stoichiometry; gases, liquids and solids; chemical energy; and solutions. Because many of the same topics are addressed in CHE 113 and CHE 121, students may not receive credit toward graduation for both courses. Fall semester."
127,WilliamJewell,CHE 122 General Chemistry II	(4 cr. hrs.) ,"This is a continuation of the introduction to chemistry that was begun in CHE 121. Typical topics include kinetics; equilibrium; acids, bases and buffers; and electrochemistry. Prerequisite: Grade of C– or better in CHE 121. Spring semester."
128,WilliamJewell,CHE 205 The Informed Chemist	(1 cr. hr.),"This course will begin with a discussion of ethical issues confronted by persons engaged in the chemical profession. Case studies will allow for an overview of the parameters involved in ethical decision-making. Students will also be introduced to the use of the chemical literature and techniques of technical writing, so that they are exposed to the various resources used by chemists to research a chemical topic. Students will complete several literature searching assignments using a variety of print and online resources and will visit Linda Hall Library. The course culminates in a final research report presented in a technical-report format. Prerequisite: CHE 122. Corequisite: CHE 206. Spring semester."
129,WilliamJewell,CHE 206 Analytical Chemistry	(4 cr. hrs.) ,"This course is a survey of the field of analytical chemistry. Topics covered include methods of classical quantitative analysis, instrumental methods of quantitative analysis, sample collection and treatment, statistical analysis of data and the application of analytical methods to real-world problems. Prerequisite: Grade of C– or better in CHE 122. Spring semester."
130,WilliamJewell,CHE 301 Organic Chemistry I	(4 cr. hrs.) ,"This course in organic chemistry begins with atomic structure and builds through functional group chemistry. The interactions between structure, reactivity and synthesis strategy are stressed. Typical topics include atomic and molecular structure; stereochemistry; reaction mechanisms; organic spectroscopy; and the chemistry of alkanes, alkenes and alkynes. Prerequisite: a grade of C– or better in CHE 122; CHE 206 is also recommended. Fall semester."
131,WilliamJewell,CHE 302 Organic Chemistry II	(4 cr. hrs.),"The studies begun in CHE 301 continue in this course. Typical topics covered are the synthesis and reactions of aromatic compounds, alcohols, ethers, polymers, carbonyl compounds and amines. An emphasis is placed on the functional groups involved in the chemistry of biological molecules. Prerequisite: a grade of C– or better in CHE 301. Spring semester."
132,WilliamJewell,CHE 315 Chemical Research	(1-3 cr. hrs.) ,"A four-course research project (CHE 310/315/410/415) is required for the biochemistry major and the chemistry major. CHE 310, the first course in this chemical research sequence, is normally taken in the first semester of the junior year. CHE 315 involves continued laboratory and/or library research that was begun in CHE 310. Prior to enrollment in these courses, the student must select a topic and secure approval of the faculty member who will supervise the work on the project. Prerequisite: Junior standing or consent of the department. CHE 310 is a prerequisite for CHE 315."
133,WilliamJewell,CHE 401 Physical Chemistry I	(4 cr. hrs.) ,"Physical chemistry involves the study of the structures, physical properties and interactions of individual molecules and collections of molecules. This course covers topics in quantum mechanics, spectroscopy, thermodynamics, equilibrium, and kinetics with an emphasis on applications to chemical and biochemical systems. Prerequisites: Grades of C– or better in CHE 206 and MAT 200. Physics is strongly recommended. Fall semester."
134,WilliamJewell,CHE 404 Advanced Inorganic Chemistry (4 cr. hrs.),"This course is a study of the chemical elements with emphasis on structure, bonding, periodic trends and concepts relating to mechanisms of inorganic reactions. These tools are used to interpret and systematize the concepts of inorganic chemistry. Prerequisites: Grades of C– or better in CHE 206 and 301. Offered as faculty availability and student demand allow."
135,WilliamJewell,CHE 406 Instrumental Analysis	(4 cr. hrs.),"The course develops a basic understanding of the theory of instrumental analysis as well as demonstrates, via hands-on experience, the importance of instrumental methods to the modern chemist. A primary concern in the course is development and application of the fundamental principles of an instrumental method and its general theory. Students will not only learn the analytical application of instruments but will also use the instruments to collect significant chemical data. This latter feature of the course ensures that students acquire a sound knowledge of the chemical principles involved in the measurement and aids in selecting the most appropriate conditions for an analysis. Topics covered include computer interfacing and data analysis, spectroscopy, chromatography and electrochemistry. Prerequisite: Grade of C– or better in CHE 206. Fall semester of even-numbered years."
136,WilliamJewell,CHE 415 Chemical Research	(1-3 cr. hrs.) ,"A four-course laboratory or library research project is required for the biochemistry major and is strongly encouraged for the chemistry major. CHE 410 involves continued laboratory and/or library research that was begun in CHE 310 and 315. CHE 415 is normally taken the second semester of the senior year. This sequence of courses will culminate in a presentation, both oral and written, of the results of the research project. Prior to enrollment in these courses, the student must select a topic and secure approval of the faculty member who will supervise the work on the project. CHE 315 is a prerequisite for CHE 410 and CHE 410 is a prerequisite for CHE 415."
137,WilliamJewell,CHE 450 Biochemistry	(4 cr. hrs.) ,"This is a detailed course in biochemistry that includes a study of the occurrence, structure, function and metabolism of biologically important molecules. There is an emphasis on molecular species such as carbohydrates, lipids, amino acids, proteins and nucleic acids. The course includes work in the laboratory. Prerequisites: BIO 233 (or instructor’s consent) and CHE 302 (or concurrent enrollment). Spring semester."
138,WilliamJewell,POL 240	Today’s American Political Debate (4),* A student majoring in Public Relations who is also pursuing a minor should be aware that a designated elective in the PR major cannot also be used to meet a requirement of a minor.
139,WilliamJewell,COM 209 Interpersonal Communication	(4 cr. hrs.) ,"Designed to guide students into an understanding of interpersonal communication and theory so they can function effectively in interactions with others. Students gain experience and understanding in areas such as self-concept, listening and conflict resolution. Discussion, small group activities and skill improvement projects allow the student to monitor individual growth."
140,WilliamJewell,COM 210 Advanced Public Speaking	(2 cr. hrs.) ,"A course in advanced public speaking preparation and practice. Students will study principles of rhetoric and practice critical reading and listening skills, in addition to completing oral presentations in a variety of contexts designed to improve public speaking skills. Prerequisite: COM 100."
141,WilliamJewell,COM 215 Communication Theory	(4 cr. hrs.) ,"A survey course designed to introduce the student to communication theory, models and contexts. The course includes both the historical foundation of the field and contemporary theories."
142,WilliamJewell,COM 219 Introduction to Rhetorical Theory	(4 cr. hrs.) ,"An introductory course covering the fundamentals of rhetorical studies, including rhetorical theory, methodology and criticism. The course includes readings in both historical and contemporary rhetorical studies."
143,WilliamJewell,COM 260 Organizational Communication 	(4 cr. hrs.) ,Examines the role of formal and informal communication between organization members and representatives of different organizations. Emphasizes the relationships between organizational life and communication principles as they interact in the larger environment.
144,WilliamJewell,COM 308 Political Communication	(4 cr. hrs.) ,"This course will survey the major institutions of political communication in the United States. Areas of study include campaign advertising and the development of sound bite politics, government- press relations, the impact of the media on agenda- setting and the policy process, the corporate structure of the mass media and its political consequences, the role of symbols in political discourse and the manipulation of cultural icons. This course is cross-listed as POL 308."
145,WilliamJewell,COM 312 Theory and Practice of Persuasion	(4 cr. hrs.) ,"An examination of the theory and practice of persuasion in a variety of contexts, including public speaking, advertising, political campaigns and workplace communication. Students will gain experience in creating and analyzing persuasive messages. Prerequisite: COM 215."
146,WilliamJewell,COM 333 Media Reporting and Writing 	(4 cr. hrs.) ,"Techniques of media writing, with an emphasis on general reporting, features, news releases and broadcast copy. Focus on writing for different types of media and audiences."
147,WilliamJewell,"COM 344 Principles of 
Integrated Communication	(4 cr. hrs.) ","Study of the means by which traditional boundaries between internal communication, publicity, advertising, public relations and marketing merge in concept and practice. Students will focus on coordinating an organization’s entire communication strategy to convey a consistent message to target audiences."
148,WilliamJewell,COM 350 Public Relations	(4 cr. hrs.) ,Examines the theories and methods of public relations in the modern organization. Students will develop the analytical skills necessary to identify and solve public relations problems while increasing their understanding of the legal and ethical constraints upon the public relations professional.
149,WilliamJewell,COM 355 Small Group Communication 	(4 cr. hrs.) ,"Designed to guide students into an understanding of small group communication processes and theories so they can function effectively in small groups. The students will be able to put theory into practice during their small group interaction throughout the semester. Discussion, small group activities and projects allow students to monitor individual growth as group members and potential leaders."
150,WilliamJewell,COM 358 Intercultural Communication 	(4 cr. hrs.) ,"A survey course designed to introduce students to such concepts as cultural differences, cultural belief systems, culture shock and acculturation, language of e and multicultural nonverbal messages. Also listed as CTI 219."
151,WilliamJewell,COM 368 Communication Research Methods	(4 cr. hrs.) ,An introduction to communication research methods. Includes an advanced examination of communication theory. Students will complete a research proposal to be carried out in COM 400 or COM 410. Students should complete this course the semester prior to enrolling in COM 400 or 410. Prerequisite: COM 215.
152,WilliamJewell,COM 381 Communication Seminar	(4 cr. hrs.) ,Topics will be announced in special interest areas prior to registration. Students may take more than one communication seminar as long as they do not repeat a topic. Cross-listed as WST 381 when the topic is “Feminist Rhetoric” or “Gender and Communication.” WST 381 will not meet a requirement of the Communication major or minor.
153,WilliamJewell,COM 400 Senior Seminar	(2 cr. hrs.) ,"The capstone research course in the communication core. Students will research, write and publicly present a paper of journal or convention presentation quality. Prerequisites: COM 215 and COM 368."
154,WilliamJewell,COM 490 Communication Internship 	(1-6 cr. hrs.) ,"The internship is designed to help students make the transition from formal academic study to actual workplace situations. The intent is to match students’ career goals with an appropriate cooperating organization in order to provide increased learning opportunities for students, who also benefit by being able to include the internship experience in their credentials. Prerequisites: Consent of the Department of Communication and Theatre’s Director of Interns; 12 hours of communication courses as determined by the Director of Interns. Interested students should obtain a copy of the Department Internship Guidelines from the Director of Interns the semester before an internship is planned in order to meet the guidelines in a timely fashion."
155,WilliamJewell,COM 499 Independent Study	(1-4 cr. hrs.) ,Special creative project or investigative study designed by student(s) and approved by individual faculty. Credit for graduation with Honors/ Achievement may be given with COM 499.
156,WilliamJewell,DNC 102 Big Band Ballroom Dance I	(1 cr. hr.),"Introduction to historical origins of couples’ ballroom dance. Types, timings and rhythms are explored as well as basic rules of etiquette. Grading for all students will be on a pass/fail basis."
157,WilliamJewell,DNC 103 Dancing to the DJ I	(1 cr. hr.),"Students will learn swing, salsa and other dances that work well with music commonly played by DJ’s. Grading for all students will be on a pass/fail basis."
158,WilliamJewell,DNC 202 Big Band Ballroom Dance II	(1 cr. hr.),"Advanced class in couples’ ballroom dance, with instruction in leading and following. DNC 202 will meet at the same time as DNC 102. Prerequisite: DNC 102 or PED 116."
159,WilliamJewell,DNC 203 Dancing to the DJ II	(1 cr. hr.),"Advanced class in swing, salsa and other popular dance styles, with instruction in leading and following. DNC 203 will meet at the same time as DNC 103. Prerequisite: DNC 103 or PED 117."
160,WilliamJewell,DNC 499 Independent Study in Dance	(1 cr. hr.),"Special creative project or investigative study designed by the student and approved by individual faculty, or advanced instruction in a dance style approved by individual faculty. Enrollment by permission of instructor. Prerequisite: at least one 100-level DNC course."
161,WilliamJewell,"DMC 100: Theory and 
History of Digital Media 	(2 cr. hrs.)","This course introduces students to the theory, aesthetics and history of digital media. Students will explore aesthetic principles related to two-dimensional and interactive web and graphic design, as well as explore the complex interplay of technical design, social influence and cultural conventions that shape digital media production and consumption."
162,WilliamJewell,DMC 101 Coding I: HTML & CSS	(2 cr. hrs.) ,"Web page development using HTML and CSS language. HTML is the main language for creating web pages and other information displayed in web browsers. HTML elements form the building blocks of all websites. CSS is used to design the look and formatting of a webpage, including design elements such as layout, colors and fonts. Students will design and develop a web page using HTML and CSS."
163,WilliamJewell,DMC 125 2-D Design	(2 cr. hrs.) ,"This course explores the elements and principles of two-dimensional art and design, with a focus on their use in digital art forms and environments. Color theory, compositional strategies and the elements of art and principles of design will be addressed. Creating effective visual hierarchy will also be practiced."
164,WilliamJewell,DMC 201 Coding II: JavaScript	(2 cr. hrs.) ,A course in the use of Javascript to create interactive web pages. Students will learn this cross-platform computer language used in all web browsers. Prerequisite: DMC 101.
165,WilliamJewell,DMC 225 Typography	(2 cr. hrs.) ,"This course studies the letterform as an essential element within the field of graphic and web design. This course will explore letterforms as communication, composition and expression. Areas explored include letterform anatomy, systems of measurement, types of letterforms (fonts) and how to use type effectively in design. Prerequisite: DMC 125."
166,WilliamJewell,DMC 260 Digital Painting & Illustration 	(2 cr. hrs.) ,"This course explores the expressive and creative functionality of Adobe Photoshop and SketchBook Pro for tablets. Masking, manipulating layers, color adjustment methods and other techniques will be explored. This course will use Photoshop and Wacom graphic tablets as well as stylus pens with an iPad, Windows and Android tablets. Prerequisite: Basic familiarity with Adobe Photoshop is expected."
167,WilliamJewell,DMC 330 Web Design II: Applied Design 	(2 cr. hrs.) ,"This course explores the uses and capabilities of the most widely used web page editing software. Using Adobe Dreamweaver and other software, students will apply design principles, layout techniques and typography to create visually compelling and complex web pages and web sites. Prerequisite: DMC 230."
168,WilliamJewell,DMC 350 Web Media II: HTML Animation	(2 cr. hrs.) ,"This course is an exploration of the open source HTML5 ‘canvas’ element and its use in web animation. Using the canvas element and JavaScript, students will draw basic shapes and then use images, apply styles and colors, work with transformations and compositing while exploring the creation of simple and complex animations. Prerequisites: DMC 101, 201 and 250."
169,WilliamJewell,DMC 360 Digital Photography & Imaging	(4 cr. hrs.),This course will include the fundamentals of digital camera operation and digital image capture; image processing and file archiving; image manipulation with computer software applications; alternate imaging processes with scanning and other digital media; and creative multi-media use of digital images. Students must provide their own digital cameras.
170,WilliamJewell,DMC 497 Digital Media Capstone 	(2 cr. hrs.) ,"Senior Digital Media Communication majors will demonstrate knowledge, skill and competence in the field of web development. This course is project-based and self-directed; students will apply their learning to create one of the following projects: a professional level website, an app or an API. Additionally, students will critique work created throughout the major and select items demonstrating competence for a professional portfolio. Prerequisite: Instructor’s consent."
171,WilliamJewell,THE 100 Introduction to Theatre	(4 cr. hrs.) ,This survey course introduces students to an overview of theatre history from the ancient Greeks through contemporary performance exploring diverse theatre production from across the globe.
172,WilliamJewell,THE 105 Stagecraft I	(2 cr. hrs.) ,"This course will introduce students to the fundamental practices of stagecraft work onstage and backstage. Topics covered will include the safe use of tools and stage equipment, basic scenery, props and costume skills, basic lighting hang and focus, sound practices and publicity and marketing methods."
173,WilliamJewell,THE 201 Acting II	(2 cr. hrs.) ,"Students will apply basic acting skills to working with a text including script analysis, scene study, monologue preparation and advanced acting methodologies. Prerequisite: THE 101."
174,WilliamJewell,THE 205 Stagecraft II	(2 cr. hrs.) ,"Advanced techniques will be explored in the areas of costuming, lighting and scenery construction with particular focus on theatre safety and environmental sustainability. Students will build or set up original design solutions in one of the aforementioned technical areas gaining skills in writing, speaking and exhibiting their project. Prerequisite: THE 105."
175,WilliamJewell,THE 217 Dramaturgy Practicum	(1 cr. hr.),"Students will practice skills of dramaturgy by providing the creative team, cast and audience with relevant historical and literary contextual information appropriate for the production."
176,WilliamJewell,THE 218 Acting Practicum	(1 cr. hr.),"Students develop the skills necessary for performing as an actor including character research, movement and vocal training, self-evaluation and reflection."
177,WilliamJewell,THE 219 Stage Management Practicum	(1 cr. hr.) ,"Students will assist the director in rehearsals, assist the technical director with the coordination of technical elements and their integration into the production and manage the run of a production. Students should complete experiences with Costumes, Scenery and Lighting before advancing to THE 219. In some situations, this requirement may be waived with evidence of requisite experience and consent of the instructor."
178,WilliamJewell,THE 250 Introduction to Stage Design	(4 cr. hrs.) ,"Students will gain skills in the conceptualization and design of technical elements of theatre production in the areas of scenery, props, lighting, sound, costumes and makeup. Through study of theatrical literature, design theories and works by historic and current designers, students will learn how to plan, prepare and execute their own designs resulting in a portfolio of work ready for presentation and exhibition. Students will also learn to write and speak about their designs as they document their process and participate in peer critique."
179,WilliamJewell,"THE 313 Advanced Costume 
and Makeup Design	(4 cr. hrs.) ","Students will research and create costume lists, costume and makeup plots and fully rendered costume design plates. Basic costume construction techniques will be covered, and a garment will be built by each student. Students will also apply makeup to themselves and another person and will document the process with photos. Prerequisite: THE 250."
180,WilliamJewell,THE 315 Theatre Topics	(4 cr. hrs.) ,"Theatre Topics is offered periodically, the subject being the instructor’s choice. Subjects not covered in the regular theatre courses and new developments are the typical focus of the class."
181,WilliamJewell,THE 320 Modern Theatre Styles	(4 cr. hrs.) ,"Students explore Western theatre styles rooted in realism from the mid-19th century to the present through dramatic literature, script analysis and acting practice. Prerequisite: THE 201."
182,WilliamJewell,THE 321 Classical Theatre Styles	(4 cr. hrs.) ,"Students explore Western theatre styles from the ancient Greeks through the 19th century through dramatic literature, script analysis and acting practice. Prerequisite: THE 201."
183,WilliamJewell,THE 326 Musical Theatre Styles	(4 cr. hrs.),"Students explore the various forms of musical theatre styles, genres and subgenres from the mid-19th century to the present through historical research, script analysis and performance practice."
184,WilliamJewell,THE 350 Stage Design Studio	(2 cr. hrs.),"In this course, students pursue in-depth projects on a specific design discipline in scenery, lighting or costumes that applies the study of theatrical literature, design theories and works by historic and current designers. Prerequisite: THE 312 or 313 or 314 (the area chosen for advanced study) or permission of the instructor. Can be taken up to two times for credit toward graduation."
185,WilliamJewell,THE 499 Independent Study	(1-4 cr. hrs.) ,Special creative project or investigative study designed by a student and approved by individual faculty. Credit for graduation with Honors/ Achievement may be given with THE 499. Enrollment allowed by permission of instructor.
186,WilliamJewell,CTI 284	School and Society in the United States (4),"Additional specific course requirements from other disciplines, including “General and Elementary Content Knowledge” detailed in the elementary education scope and sequence (see the Student Handbook for Teacher Education), are certification requirements."
187,WilliamJewell,CTI 284	School and Society in the United States (4),"Additional specific course requirements from other disciplines (including specific content courses in the content major or minor teaching field) are required for certification. For further information, refer to the Student Handbook for Teacher Education."
188,WilliamJewell,EDU 212 Clinical Fieldwork in Schools I 	(1 cr. hr.) ,"Classroom based analysis of pupil growth, development and needs and teacher response thereto. Related assignments made in concurrent Education course work. Generally this placement will occur in an urban school setting. A clear background check is required for fieldwork. This fieldwork course is graded on a pass/fail basis for all students."
189,WilliamJewell,EDU 213 Clinical Fieldwork in Schools II 	(1 cr. hr.) ,Study and application of essential lesson planning and implementation strategies and related factors in a classroom setting appropriate to the student’s content and level of teacher preparation. Related assignments made in concurrent Education course work. Generally this placement will occur in a suburban school setting. A clear background check is required for fieldwork. This fieldwork is graded on a pass/fail basis for all students.
190,WilliamJewell,EDU 214 Clinical Fieldwork in Schools III 	(1 cr. hr.) ,Study and application of curriculum (including literacy) and lesson implementation in a classroom setting appropriate to the student’s content and level of teacher preparation. Related assignments made in concurrent Education course work. Generally this placement will occur in a suburban setting. A clear background check is required for fieldwork. This fieldwork is graded on a pass/fail basis for all students.
191,WilliamJewell,EDU 311 Clinical Field Work in Schools IV 	(1 cr. hr.) ,Study and application of the complexities of standards-based instruction and modification of instruction to meet student needs. Related assignments made in concurrent Education course work. Placement in a classroom appropriate to the student’s content and level of teacher preparation. Generally this placement will occur in a rural school setting. A clear background check is required for fieldwork. This fieldwork course is graded on a pass/ fail basis for all students.
192,WilliamJewell,EDU 315 Clinical Fieldwork in Schools V 	(1 cr. hr.) ,Classroom based application of diagnosis of student needs and planning and implementation of instruction directed thereto. Related assignments made in concurrent Education course work. Generally this placement will occur in a rural school setting. A clear background check is required for fieldwork. This fieldwork course is graded on a pass/fail basis for all students.
193,WilliamJewell,"EDU 316 Integrating Science and Social Studies 
in the Elementary Curriculum	(4 cr. hrs.) ","In this course the study and practice of elementary science methods and social studies methods is followed by integration of core content (math, science, social studies, English language arts) into a meaningful, authentic and engaging unit of study. Teacher candidates explore the process of creating integrated instruction to promote critical thinking, innovation, creativity and problem-solving in elementary students. Problem based learning (PBL) and other models are explored not only as vehicles for integrating science and social studies into the elementary curriculum but also for teaching topics conceptually. Through a research project candidates will also examine the purpose and rationale for engaging students in interdisciplinary instruction to promote critical thinking and heuristic language function."
194,WilliamJewell,EDU 425 Student Teaching I in Grades K-12	(6 cr. hrs.) ,"The first in a set of two required culminating experiences in secondary education programs leading to K-12 content performance fields. This course and its mate, EDU 426, provide for the education major to teach in both a secondary school classroom and in either a middle school or an elementary school classroom. The student is assigned to a cooperating teacher who works with the College supervisor to give the student an opportunity to teach under supervision. The student teacher must, during this time, develop in proficiency and assume complete responsibility for teaching the students in the classroom. The principal and other school personnel cooperate to include, as nearly as possible, all the experiences of a contract teacher. Students must successfully complete the required teaching performance assessment/ portfolio before receiving a grade in student teaching. See Student Handbook for admission requirements and general policies governing the program."
