,ï»¿,School,CourseID,Descriptions
43188,43188,SmithSUPERTRIMMED,THE 208 American Musical Comedy: From Gershwin to Sondheim ,the examin the root of the american music as a semin theatric form with it own distinct venu and style we pay particular attent to the sociocultur factor that made the american music stage a locu for identityform the histori of the american music is deepli intertwin with the assimilationist project particularli among jewishamerican who were highli instrument in it develop the econom of theatric product in the earli 20th centuri with the rise of a burgeon middl class with time for leisur a phenomenon gave rise to a âpopularâ form of music theatreâth music comedyâthat wa instrument in creat what becam âshow businessâ a h l 4
43189,43189,SmithSUPERTRIMMED,THE 213 American Theatre and Drama ,thi discuss issu relev to the theatr histori and practic as as dramat literatur theori and critic of 18th 19th and 20thcenturi unit state of america includ african american nativ american hispan american asian american and gay and feminist theatr and perform lectur discuss and present are complement by video screen of recent product of some of the play under discuss a h l 4
43190,43190,SmithSUPERTRIMMED,THE 217 Modern European Drama 1870sâ1930s ,the play theatr and playwright of the late 19th and earli 20th centuri in europ a leap from bÃ¼chner to ibsen strindberg shaw chekhov wedekind and gorki onward to the widespread experiment of the 1920 and earlier avant gard eg jarri artaud stein witkiewicz pirandello mayakovski fleisser earli brecht special attent to issu of gender class warfar and other personalpolit foci attend be requir at select perform 4
43191,43191,SmithSUPERTRIMMED,THE 218 Modern European Drama 1930sâpresent ,pioneer and influenti contemporari theatr in europ from the 1930 to the present the playwright to be studi later brecht camu sartr anouilh gombrowicz carr kirkwood beckett ionesco genet pinter dura handk fo havel schimmelpfennig page mrozek loher and churchil special attent to issu of gender class warfar and other personalpolit foci attend be requir at select perform
43192,43192,SmithSUPERTRIMMED,THE 221 Rehearsing the Impossible: Black Women Playwrights Interrupting the Master Narrative ,build on the legaci of alic childress lorrain hansberri adrienn kennedi and ntozak shang thi explor the work of pearl cleag lynn nottag suzan lori park ann d smith and other playwright who from the 1950 to the present go about reinvent the narr of america we consid their theatricalartist product in the context of black femin as artist audienc and critic grappl with the endur legaci of minstrel storytel in the late 20th and earli 21st centuri what werear the particular artist and intellectu challeng for these theatr artist what arewer their strategi misstep triumph a h l 4
43193,43193,SmithSUPERTRIMMED,THE 241 Staging the Jew ,intens studi of select play and film from the us israel and the jewish diaspora examin the way in which jewish ident is render on stage particular focu is given to text by jewish author and their treatment of issu of authent and ident we draw on text which challeng or interrog prevail intragroup definit as as those which offer posit and reinforc viewpoint we look at religi and commun life in yiddish play from eastern europ play of the holocaust with emphasi on the way render catastroph ha evolv assimil and modern in the us blackjewish relationship explor on stage and select text on the isra experi as depict from judaism l 4
43194,43194,SmithSUPERTRIMMED,THE 316 Contemporary Canadian Drama ,michel tremblay and contemporari canadian playwright emphasi on play by and about women the context of politicalperson issu of gender class race sexual and cultur ident in english canadian and french canadian and nativ canadian drama of the past five decad other playwright explor are judith thompson georg walker erika ritter david french rene daniel duboi margaret hollingworth annemari mcdonald salli clark tomson highway hannah moscovitch and sharon pollock a l 4
43195,43195,SmithSUPERTRIMMED,"THE 319 Shamans, Shapeshifters and the Magic If ",to act to perform is to specul with your bodi theatr is a transform experi that take perform and audienc on an extens journey in the playground of the imagin beyond the mundan world theatr ask us to be other than ourselv we can for a time inhabit someon elseâ skin be shape by anoth gender or ethnic becom part of a past epoch or an altern time and space similar to our own time but that ha yet to come as we enter thi âimaginedâ world we investig the norm principl of our current world thi investig the counterfactu specul subjunct impuls in overtli specul drama and film with a particular focu on race and gender we examin an intern rang of play by such author as caryl churchil tess onwuem dael orlandersmith derek walcott bertolt brecht lorrain hansberri craig luca and doug wright as as film such as the curiou case of benjamin button panâ labyrinth children of men crouch tiger hidden dragon xmen contact and brother from anoth planet enrol limit to 18 a l 4 andrea d hairston
43196,43196,SmithSUPERTRIMMED,THE 141 Acting I: Fundamentals of Acting ,introduct to physic vocal and interpret aspect of perform with emphasi on creativ concentr and depth of express enrol limit to 14 a 4 tara m franklin ellen wendi kaplan normal both and semest
43197,43197,SmithSUPERTRIMMED,THE 142 Voice for Actors ,an introduct to the studi of voic explor the connect between thought feel and vocal through exercis that strengthen and enhanc an actorâ or speakerâ understand and command of vocal express enrol limit to 15 a 4
43198,43198,SmithSUPERTRIMMED,THE 154 âReadingâ Dress: Archival Study of Clothing ,thi is an introduct to a methodolog for the studi of dress as materi cultur examin physic structur terminolog technolog of cloth product as as some of the histor social and cultur variabl shape and shape by cloth it is a handon class use garment from the smith histor cloth collect work in small team to studi sever similar garment identifi featur as as distinct that reflect differ class aesthet choic and industri influenc grade su onli enrol limit of 24 e h 2
43199,43199,SmithSUPERTRIMMED,THE 200 Theatre Production ,a laboratori base on the prepar and perform of depart product in the first of enrol are assign to a product run crew in subsequ semest of enrol elect to fulfil requir from a wide array of productionrel respons be taken four time for with a maximum of two per there is gener meet in the septemb 11 and in the januari 29 in the green room theatr build attend is mandatori attend at product meet for some assign be requir grade for thi is satisfactoryunsatisfactori 1
43200,43200,SmithSUPERTRIMMED,THE 201 Theatre Production ,same descript as abov there is gener meet in the green room theatr build attend is mandatori attend at product meet for some assign be requir grade for thi is satisfactoryunsatisfactori 1
43201,43201,SmithSUPERTRIMMED,THE 242 Acting II ,act offer intens focu on differ specif topic pertain to act train thi can be repeat for up to three time provid the content is differ prerequisit act i the 141 or it equival
43202,43202,SmithSUPERTRIMMED,THE 252 Set Design I ,the develop overal design skill for design set for the theatr after read assign play learn to develop their design by concentr on charact analysi and visual the action of the play visual research sketch basic draft skill and model build are some of the area in which learn to develop their idea thi also emphas the import of collabor with everi member of the creativ team enrol limit to 12 a 4
43203,43203,SmithSUPERTRIMMED,THE 253 Introduction to Lighting Design ,thi introduc to the theori and practic of stage light design over the we cultiv sensit toward the express of light and the relationship between light form and space eventu learn to manipul light to articul idea through script analys and design project we learn to understand the power of light in enhanc stage present acquir skill in illumin the drama and such skill to collabor with the product team at through handson exercis in the lab and in the theatr we also becom familiar with the mechan aspect of light instrument control system and safe electr practic enrol limit to 12 a 4
43204,43204,SmithSUPERTRIMMED,THE 254 Costume Design I ,the element of line textur and color and their applic to design and charact delin research of cloth style of variou cultur and era enrol limit to 15 a 4
43205,43205,SmithSUPERTRIMMED,THE 261 Writing for the Theatre ,the mean and method of the playwright and the writer for televis and the cinema analysi of the structur and dialogu of a few select play and biweekli exercis in write for variou media goal for begin playwright to draft a oneact play by the end of the play by are consid for stage l and p with write sampl requir best submit week to registr a 4
43206,43206,SmithSUPERTRIMMED,THE 262 Writing for the Theatre ,intermedi and advanc script project 261 l and p
43207,43207,SmithSUPERTRIMMED,THE 344 Directing I ,thi focus upon interpret approach to perform piec text score improvis etc and how they be realiz and anim through character composit movement rhythm and style prerequisit act i or fl 280 permiss of requir enrol limit to 12 a 4
43208,43208,SmithSUPERTRIMMED,THE 345 Directing II ,advanc aspect of direct for the stage structur analysi of dramat text with emphasi on articul a uniqu vision for a text work on problem of visual composit rehears techniqu and develop in collabor with actor and design of the inner score of action and it physic express the stage prerequisit direct i in addit act the 242 and a 200level design class are strongli recommend permiss of the requir 4
43209,43209,SmithSUPERTRIMMED,THE 352 Set Design II ,thi look at the advanc challeng when design set for ballet music theatr and opera what must the set design consid when live music is ad to each of these perform have the opportun to pick which ballet music theatr and opera they want to design for from a list of product provid by the the syllabu can also be custom to address a specif interest of a with the instructorâ permiss the object of thi is to build a portfolio of set design show the specif need in all of the perform permiss of the enrol limit to 12 a 4
43210,43210,SmithSUPERTRIMMED,THE 353 Lighting Design II ,thi further explor light as a tool to illumin sculpt and articul idea and their execut on and off stage we examin variou contemporari approach to design for a divers rang of perform such as drama danc concert and opera we also probe light as an express medium in creativ realm beyond theatric venu and investig it role in cinematographi digit anim architectur interior design industri design etc design light for the annual danc concert and develop research and creativ project under the instructorâ individu guidanc interdisciplinari project are strongli encourag the 253 and permiss of the can be repeat onc for with permiss of the a 4
43211,43211,SmithSUPERTRIMMED,THE 354 Costume Design II ,the integr of the design element of line textur color gestur and movement into unifi product style further studi of the histori of cloth movement in costum construct techniqu and render product work be requir outsid of the class meet time prerequisit 254 and p a 4
43212,43212,SmithSUPERTRIMMED,THE 360 Production Design for Film ,filmmak is storytel thi stori can be told by the actor or by it visual everi film employ a product design who with the director and cinematograph is in charg of the visual design of the film in thi class we learn how a product design break down a script to determin which scene should be shot on locat and which should be built as set each make design choic for the entir script whether pick out locat or creat set to be shot on a soundstag thi class examin what make design choic better than anoth also learn the basic skill to commun their design through storyboard photo research and draft permiss of the enrol limit of 12 a 4
43213,43213,SmithSUPERTRIMMED,THE 361 Screenwriting ,the mean and method of the writer for televis and the cinema analysi of the structur and dialogu of a few select film 261 or 262 or permiss of the enrol limit to 12 write sampl requir
43214,43214,SmithSUPERTRIMMED,THE 362 Screenwriting ,intermedi and advanc script project 361 l and p a 4
43215,43215,SmithSUPERTRIMMED,THE 398 Collaboration Capstone ,thi is design as the capston in the theatr from across the subdisciplin of theatr work in group as theatr compani each group collabor to establish a mission statement tie their compani to histor and contemporari theatr practic choos a season write a broad rang of dramaturg educ and promot materi and present work script design scene etc from the season a rang of guest artist and outsid faculti work with the on the act of collabor and on the build of a compani and a mission prerequisit the 198 or the 199 senior 4
43216,43216,SmithSUPERTRIMMED,THE 400 Special Studies ,for qualifi junior and senior admiss by permiss of the and the chair of the depart department permiss form requir 1â4
43217,43217,SmithSUPERTRIMMED,FYS 119 Performance and Film Criticism ,an introduct to the element histori and function of critic how do review form their critic respons to theatr and danc perform as as to film the seminar explor differ critic perspect the attend live perform and film and video screen and write their own review and critic respons thi count toward the theatr enrol limit to 16 firstyear wi a l 4
43218,43218,SmithSUPERTRIMMED,"CLT 150 The Art of Translation: Poetics, Politics, Practice ",we hear and read translat all the time on televis news in radio interview in movi subtitl in intern bestsel but translat donât shift text transpar from languag to anoth rather they revis censor and rewrit origin work to challeng the past and to speak to reader we explor translat in a rang of context by hear lectur by expert in the histori theori and practic of translat knowledg of a foreign languag but not requir grade su onli can be taken concurr with frn 295 for 4 l 2
43219,43219,SmithSUPERTRIMMED,CLT 150: The Art of Translation ,2 su everi four academ cours taken the five colleg or while on studi abroad of which be a 2credit translat workshop chosen in consult with an advis to be distribut as outlin in the translat studi âcoursesâ section 14 to 16
43220,43220,SmithSUPERTRIMMED,HST 209 (C) Aspects of Middle Eastern History ,urban spacescontest place social and cultur histori of nonwestern citi
43221,43221,SmithSUPERTRIMMED,HST 227 (C) Aspects of Medieval European History ,crusad and jihad religi violenc in the islamochristian tradit
43222,43222,SmithSUPERTRIMMED,SWG 400 Special Studies ,for qualifi junior and senior admiss by permiss of the and director of the program no more than 4 special studi be taken in ani academ and no more than 8 special studi total be appli toward the 1â4
43223,43223,SmithSUPERTRIMMED,SWG 430D Honors Project ,an 8credit twosemest thesi in addit to the 10 cours that fulfil the elig requir for honor work and supervis and evalu of the thesi are determin by the program committe for the studi of women and gender as outlin on the program websit at wwwsmitheduswghonorshtml 4
43224,43224,SmithSUPERTRIMMED,SWG 100 Issues in Queer Studies ,thi introduc to issu rais by and in the emerg interdisciplinari field of queer studi through a seri of lectur by smith faculti member and invit guest learn about subject area methodolog issu and resourc in queer studi not be repeat for grade su onli h l s 2
43225,43225,SmithSUPERTRIMMED,SWG 101 SWG Reads ,the offer a seri of faculti dialogu about the way that the studi of women and gender read the world around us and the time we live in how do we read gender through and in convers with race class and sexual how do we understand a text differ through the lens of sociolog cultur studi or historiographi thi introduc to âintersectionalityâ as a concept and a distinct methodolog to read text the class grade su onli 2
43226,43226,SmithSUPERTRIMMED,SWG 105 Intro to LGBT Histories and Cultures ,thi is an introduct to the grow field of queer american histori over the of the we will explor the histor emerg of samesex desir practic and ident as as gender transgress from the late 19th centuri to the present use a wide rang of sourc includ archiv document film work by historian and oral histori we will investig how and whi peopl with samesex desir and nonnorm gender express form commun struggl against bigotri and organ movement for social and polit thi will pay close attent to the intersect of race gender class and sexual and the way that differ ha shape queer histori we will work in the special collect at smith and mt holyok and the communitybas sexual minor archiv togeth we will contribut a project to the webbas archiv outhistoryorg enrol limit of 25 h 4
43227,43227,SmithSUPERTRIMMED,SWG 150 Introduction to the Study of Women and Gender ,an introduct to the interdisciplinari field of the studi of women and gender through a critic examin of feminist histori issu and practic focu on the us with some attent to the global context primarili for first and secondyear the includ lectur and discuss and are assign to section h s 4 kelli p anderson elisabeth brownel armstrong jennif m declu jina boyong kim normal both and semest
43228,43228,SmithSUPERTRIMMED,SWG 200 The Queer â90s ,in thi we will immers ourselv in the 1990 look specif at the emerg and point of content that made the â90 a queer radic deepli contest decadeth queer 90 examin the moment in lesbian and gay studi when the recuper of the âqueerâ emerg by engag with the read and film assign in thi will gain an understand of the aid crisi and the rage that mobil act up will learn what the cultur war welfar reform and the conserv attack against the nation endow for the have to do with anoth in order to grasp the charg feel the urgenc the upheav of thi era we will read foundat queer theoret text and analyz a select of film from the movement known as queer cinema swg 150
43229,43229,SmithSUPERTRIMMED,"SWG 222 Gender, Law and Policy ",thi explor the of gender on law and polici in the unit state histor and today focus in the area of constitut equal employ educ reproduct the famili violenc against women and immigr we studi constitut and statutori law as as public polici some of the topic we will are sexual orient and gender ident discrimin pregnancycaregiv discrimin pay equiti sexual harass school athlet marriag steril contracept and abort reproduct technolog sexual assault intim partner violenc and genderbas asylum we will studi feminist effort to reform the law and examin how inequ base on gender race class and sexual shape the law we also discuss and debat contemporari polici and futur direct
43230,43230,SmithSUPERTRIMMED,SWG 227 Feminist and Queer Disability Studies ,in the essay âa burst of light live with cancerâ writeractivist audr lord forg pioneer connect between the work of social justic and the environment gender and healthcar inequ that circumscrib black and brown live follow lordeâ intervent thi examin contemporari feministqu express cultur write and theori that central engag the categori of disabl it will familiar with feminist and queer scholarship that resist the medic patholog of embodi differ foreground disabilityâ intersect with question of race class and nation and ask what polit and social liber might look like when ablebodied is no longer privileg swg 150 enrol limit of 20 e a l 4
43231,43231,SmithSUPERTRIMMED,"SWG 234 Feminist Science Studies: Postcolonial, Posthuman, Queer ",feminist scienc studi is a rich and divers interdisciplinari field with genealog in scienc practic histori social scienc and philosophi scienc studi ha been a vital resourc to feminist queer critic race post coloni and disabl theori and ha also been profoundli shape and extend by work in these field thi class introduc epistemolog intervent and innov in feminist and postcoloni scienc studi in order to frame read of excit and classic work in the field in particular we will explor theme of postcoloni posthuman and the queer e
43232,43232,SmithSUPERTRIMMED,SWG 238 International Feminist Political Economy and Activism ,flicker of global financ capit across comput screen cannot compar to the travel prepar of women migrat from rural home to work at comput chip factori yet both movement of capit and peopl constitut vital facet of global in our current era thi center on the polit linkag and econom theori that address the polit of women gender relat and capit we will research social movement that challeng the race class and gender inequ and the cost of maintain order we will assess the altern propos by social movement like the landless worker movement mst in brazil and econom shift like the worker cooper movement assign communitybas research on local and global polit movement short paper classl discuss written reflect
43233,43233,SmithSUPERTRIMMED,SWG 250 Methodologies of Gender Studies ,thi introduc to the theori and practic of research in gender queer and women studi the begin with an introduct to key term and debat in the field about how knowledg is produc we focu particularli on how the power relat of gender combin with relat of inequalitydominationoppress such as race class sexual religion and nation we then examin the distinguish qualiti of feminist methodolog in the social scienc human and scienc the give particular attent to the interdisciplinari focu of feminist research and futur direct of feminist method swg 150 h l s 4
43234,43234,SmithSUPERTRIMMED,SWG 270 Colloquium: Oral History and Lesbian Subjects ,ground our work in the current scholarship in lesbian histori thi explor lesbian queer and bisexu commun cultur and activ while becom familiar with the exist narr about lesbianqu live are introduc to the method of oral histori as a key document strategi in the product of lesbian histori what are the gap in the literatur and how can oral histori assist in fill in the space what doe a histor narr that privileg categori of gender and sexual look like and how do we need to adapt our research method includ oral histori in order to talk about lesbianqu live our text secondari literatur on 20thcenturi lesbian cultur and commun oral histori theori and methodolog and primari sourc from the sophia smith collect ssc conduct transcrib edit and interpret their own interview for their final project the oral histori from thi are archiv with the document lesbian live collect in the ssc swg 150 or permiss of the enrol limit to 20 h l 4
43235,43235,SmithSUPERTRIMMED,SWG 271 Colloquium: Reproductive Justice ,thi is an interdisciplinari explor of reproduct health right and justic in the unit state examin histori activ law polici and public discours to reproduct a central framework for analysi is how gender race ethnic class sexual disabl and nation intersect to shape peopleâ experi of reproduct oppress and their resist strategi topic eugen and the birth control movement the reproduct right and justic movement us popul control polici crimin of pregnant peopl fetal personhood and birth parentsâ citizenship the medic of reproduct reproduct technolog the influenc of disabl incarcer and poverti on pregnanc and parent the antiabort movement and reproduct coercion and violenc swg 150 or permiss of the enrol limit to 20
43236,43236,SmithSUPERTRIMMED,"SWG 290 Gender, Sexuality and Popular Culture ",in thi we will consid the manner in which norm of gender and sexual are reflect reinforc and challeng in popular cultur we theori of knowledg product represent and meaningmak to support our analysi of the relationship between discours and power our engag with these theoret text help us track thi dynam as it emerg in popular cultur key queer theoret concept provid a framework for examin how the product gender and sexual impact cultur product through our critic engag with a select of film music televis visual art and digit media we will discuss mainstream convent and the feminist queer and queer of color intervent that enliven the landscap of popular cultur with which we contend in everyday life swg 150 or permiss of the e 4
43237,43237,SmithSUPERTRIMMED,SWG 314 Documenting Queer Lives ,thi examin visual and literari document of queer life by read memoir and screen short and featur length documentari film we consid the power and valu of document queer live while examin the polit of visibl as impact by race class and gender we will attend to the expans of the âqueerâ and consid the perform of gender and the fluiditi of sexual in our analysi of each text will produc a short film write a short biographi or propos anoth mode of document experi of queer life as member of or in solidar with the lgbt commun prerequisit swg 150 and addit swg enrol limit of 12 a l 4
43238,43238,SmithSUPERTRIMMED,SWG 318 Women Against Empire ,antiimperialist movement across the globe in the 20th centuri carri with them multipl project for the liber and equal of peopl these movement sought to build sovereign nation independ of coloni power and to develop radic social order for women in these movement the problem of empir had complex region and local inflect that began with the polit of reproduct thi will look at three site of womenâ involv contest empir first the struggl of antiimperi movement second women in the nationalist movement after formal independ and third womenâ movement in the current age of empir that ha develop alongsid the stealth of econom global and remotecontrol warfar swg 150 and permiss of the h s 4
43239,43239,SmithSUPERTRIMMED,"SWG 323 Sex, Trade and Trafficking ",thi seminar is an interdisciplinari examin of the intern and domest sex trade and traffick involv women and girl includ sex traffick commerci sexual exploit of girl broker forc and child marriag and sex work we explor the social econom and polit condit that shape these practic includ poverti and wealth inequ global war technolog restrict on migrat and ideolog of race gender and nation we also examin the social movement that address sex traffick and sex work particularli divis among activist work on these issu and learn about and assess antitraffick law and public polici the seminar we analyz these issu from a feminist intersect perspect prerequisit swg 150 addit in the and permiss of the enrol limit to 15 s 4
43240,43240,SmithSUPERTRIMMED,SWG 333 Sexual Harassment and Social Change ,thi is an interdisciplinari examin of sexual harass and assault histor and today in a varieti of locat includ the workplac school the home the militari and on the street we will explor the emerg and evolut of social movement against sexual harass and assault and how these movement advanc law and public polici on these issu in the unit state a central focu will be on how relat of power base on gender race class sexual age disabl and nation shape peopleâ experi of sexual harass and assault and their respons to it swg 150 or permiss of the enrol limit of 12 h s 4
43241,43241,SmithSUPERTRIMMED,AFR 366 Seminar: Contemporary Topics in Africana Studies ,seminar the polit of grief member of the depart expect to be in the next 3 year
43242,43242,SmithSUPERTRIMMED,ANT 347 Seminar: Topics in Anthropology ,prehistori of food member of the depart
43243,43243,SmithSUPERTRIMMED,ARH 374 Studies in 20th-Century Art ,gender sexual and the built environ member of the depart expect to be in the next 3 year
43244,43244,SmithSUPERTRIMMED,BIO 351 Topics in Evolutionary Biology ,evolut of mammalian reproduct a femal perspect member of the depart expect to be in the next 3 year
43245,43245,SmithSUPERTRIMMED,CLT 100 Introduction to Comparative Literature: The Pleasures of Reading ,cannib witch and virgin member of the depart
43246,43246,SmithSUPERTRIMMED,CLT 266 Studies in South African Literature and Film ,modern south african literatur and cinema member of the depart
43247,43247,SmithSUPERTRIMMED,ENG 290 Crafting Creative Nonfiction ,topic write women member of the depart
43248,43248,SmithSUPERTRIMMED,FRN 380 Topics in French Cultural Studies ,immigr and sexual member of the depart expect to be in the next 3 year
43249,43249,SmithSUPERTRIMMED,GOV 305 Seminar in American Government ,strang bedfellow state power and regul of the famili member of the depart
43250,43250,SmithSUPERTRIMMED,GOV 367 Seminar in Political Theory ,polit wealth and inequ member of the depart
43251,43251,SmithSUPERTRIMMED,HST 209 (C) Aspects of Middle Eastern History ,women gender and power in the middl east member of the depart
43252,43252,SmithSUPERTRIMMED,HST 259 (C) Aspects of African History ,feminin masculin and sexual in africa member of the depart
43253,43253,SmithSUPERTRIMMED,HST 263 (C) Aspects of Latin American History ,women and gender in latin america member of the depart expect to be in the next 3 year
43254,43254,SmithSUPERTRIMMED,HST 270 (C) Aspects of American History ,anatomi of a slave revolt member of the depart
43255,43255,SmithSUPERTRIMMED,HST 280 (C) Inquiries into United States Social History ,immigr and transnat cultur in us histori member of the depart
43256,43256,SmithSUPERTRIMMED,HST 313 Seminar: Problems in East Asian History ,write gender histori of east asia member of the depart
43257,43257,SmithSUPERTRIMMED,HST 371 Seminar: Problems in 19th-Century United States History ,african american radic member of the depart expect to be in the next 3 year rememb slaveri a gender read of the wpa slave interview member of the depart
43258,43258,SmithSUPERTRIMMED,LAS 201 Colloquium in Latin American and Latino/a Studies ,latin american econom histori 1825âpresent member of the depart expect to be in the next 3 year
43259,43259,SmithSUPERTRIMMED,LAS 301 Seminar: Topics in Latin American and Latino/a Studies ,sexual and reproduct right in latin america member of the depart expect to be in the next 3 year latinao racial ident in the unit state member of the depart expect to be in the next 3 year women gender in latin american histori member of the depart expect to be in the next 3 year
43260,43260,SmithSUPERTRIMMED,POR 381 Seminar in Portuguese and Brazilian Studies ,multipl lens of margin brazilian filmmak by women member of the depart expect to be in the next 3 year
43261,43261,SmithSUPERTRIMMED,SPN 230 Latin American and Peninsular Culture and Society ,maghribi jewish women cordoba casablanca tel aviv member of the depart expect to be in the next 3 year
43262,43262,SmithSUPERTRIMMED,SPN 250 Iberian Cultural History ,sex and the mediev citi member of the depart expect to be in the next 3 year
43263,43263,SmithSUPERTRIMMED,ACC 223 Financial Accounting ,use both case studi and lectur thi class explor the decis involv in prepar financi statement for both profit and nonprofit entiti how those decis financi statement and how an understand of the account method employ are to assess the financi statu of the entiti under review the class will first learn basic account techniqu and then them to construct and analyz financi statement identifi the measur metric that are appropri for the situat and reach conclus about the financi health or otherwis of an organ no knowledg is requir no more than four in account be appli toward a smith degre 4
43264,43264,SmithSUPERTRIMMED,EDP 291 Mellon Mays Undergraduate Fellows Research Seminar I ,seminar on research design and conduct the develop of research project includ question definit choic of methodolog select of sourc and evid evalu particip present their research design and preliminari find studi pedagogi and research methodolog across disciplin develop profession skill to prepar for studi and particip in peer progress report limit to recipi of mellon may undergradu fellowship in their cannot be repeat for grade su onli 4
43265,43265,SmithSUPERTRIMMED,EDP 292 Mellon Mays Undergraduate Fellows Research Seminar II ,advanc seminar on research design refin their research methodolog and develop an academ and cocurricular plan with the goal of secur placement in a program emphasi on the develop of public speak skill peertop pedagogi across disciplin peer mentor limit to recipi of mellon may undergradu fellowship in their senior normal enrol concurr in a special studi 4 or department honor thesi on their research topic grade su onli e 2
43266,43266,SmithSUPERTRIMMED,IDP 101 Becoming Foreign: Acquiring Global Competence to Study Abroad ,thi provid the tool to analyz commun behavior in an intercultur context it explor the concept of cultur introduc the construct of global compet analyz how our own cultur ident influenc commun with other engag interact with the host cultur explor the challeng and prepar the with knowledg and skill to be effect intercultur commun it will class discuss simul interact exampl case studi and media present it will also meet with intern on their studi abroad experi at smith the is to all about to experi or have experienc studi abroad go or have gone for a a or even a month intern studi on campu will benefit as e f 1
43267,43267,SmithSUPERTRIMMED,IDP 107 Digital Media Literacy ,who are âgiven a voiceâ by leverag digit media tool greatli increas their abil to interpret critic challeng commun and retain key concept their disciplin the digit media literaci program is an acceler twoweek jterm design to immers in media project plan and manag digit equip oper field product and postproduct techniqu the goal of the digit media literaci program is to empow to control the context content and focu of their digit commun in an ethic and persuas manner by permiss of the enrol limit of 12 grade su onli 2
43268,43268,SmithSUPERTRIMMED,IDP 109 Aerial Imagery and Cinematography ,the aerial imageri and cinematographi propos is a sevenweek design to immers in drone avion aerial photographi and videographi and photogrammetri and imag process the will encourag teamwork curios critic think persever and creativ and will best suit the motiv who want to learn practic techniqu for acquir and analyz aerial data 1
43269,43269,SmithSUPERTRIMMED,IDP 115 AEMES Seminar ,thi show how to appropri learn strategi to extend and refin their academ capac content includ research on learn style motiv memori and retriev as as applic of studi skill and introduct to colleg resourc the interact format includ person inventori and reflect guest speaker leadership activ and studi group for scienc engin and mathemat cours enrol limit to 20 aem scholar mandatori grade su 2
43270,43270,SmithSUPERTRIMMED,IDP 116 Introduction to Design Thinking ,thi introduct to design think skill emphas handson collabor design driven by user input will critiqu their own and each othersâ design and review exist technolog design to evalu how design principl are guid by the practic of the intend user the class will focu on use qualit research observ to inspir approach to design will iter design a multimedia approach to frame problem to commun idea and to explor the ethic polit and social implic of design in the world enrol limit of 15 e 1
43271,43271,SmithSUPERTRIMMED,IDP 131 Interpretive Visualization Through Motion Graphics Design ,thi will focu on the intersect between data visual and the basic principl of motion graphic design will explor variou graphicaci techniqu to interpret and analyz differ set of data and will employ visual design principl to maxim cognit efficaci will techniqu for vector anim and digit composit to creat a conceptu datadriven video abstract for a topic in an academ disciplin of their choic appropri and current industri standard comput applic will be introduc and appli enrol limit of 12 e 1
43272,43272,SmithSUPERTRIMMED,IDP 136 Applied Learning Strategies ,thi sixweek teach to extend and refin their academ capac to becom autonom learner content includ research on motiv learn style memori and retriev as as applic of goal set time manag and studi skill who take thi are better prepar to handl coursework commit to a and take respons for their own learn prioriti is given to refer by their dean or advis thi sixweek begin on januari 29 2019 enrol limit to 15 grade su e 1
43273,43273,SmithSUPERTRIMMED,"IDP 145 Process, Prose and Pedagogy ",thi class will help becom effect peer write tutor they will explor the theoret and practic relationship among write learn and think by read in the field of composit studi rhetor literaci studi cognit psycholog and educ after complet the they will have gain the skill to help other with write they will learn to draw on pedagog techniqu becom awar of the divers way in which other write learn and think and have a broader understand of the convent and expect for write in a rang of disciplin e 1
43274,43274,SmithSUPERTRIMMED,IDP 150 Introduction to AutoCAD ,thi provid with an introduct to autocad through a combin of short lectur compon and handson draft activ the cover tool and techniqu for effect twodimension draft no previou comput draft experi is requir to all enrol limit to 20 grade su onli 1
43275,43275,SmithSUPERTRIMMED,IDP 151 Introduction to SolidWorks ,thi provid with an introduct to solidwork 3d cad softwar through a combin of short lectur compon and handson design activ the cover tool and techniqu for effect threedimension model and parametr design no previou comput model experi is requir to all enrol limit to 24 grade su onli 1 susannah v howe eric j jensen
43276,43276,SmithSUPERTRIMMED,IDP 155 Entrepreneurship I: Introduction to Innovation ,learn about and gain immedi experi with entrepreneuri innov by gener idea project and busi or organ âstartupsâ use the lean launch methodolog thi is a fast pace use the busi model canva tool to develop clear valu proposit for each defin custom segment are expect to work in team to complet assign and a final present thi meet for the first half of the grade su 1
43277,43277,SmithSUPERTRIMMED,IDP 156 Entrepreneurship II: Entrepreneurship in Practice ,util a casestudi approach learn detail about busi and organ financ econom use the busi model canva further explor the process of plan test and develop idea project busi and organ case those develop by team in âintroduct to innovationâ as as case provid by the enrol in idp 155 is encourag but not requir are expect to work in team to complet assign and a final present thi meet for the second half of the grade su 1
43278,43278,SmithSUPERTRIMMED,IDP 158 Economics of Innovation ,thi experienti engag in a critic explor of innov and financi viabil through case studi interact discuss and workshop and guest lectur learn and test econom model for innov idea are expect to complet assign and a final project a applic httpswwwsmitheduwfi is due friday decemb 2 at 400pm enrol limit 12 grade su e 1
43279,43279,SmithSUPERTRIMMED,"IDP 165 Bladerunner or Her: Artificial Intelligence, Automation, Ethics and Us ",âthi is the most import convers of our timeâ say stephen hawk when talk about artifici intellig ai thi welcom you to join thi convers in thi we will search queri probe examin discuss debat agre and disagreeâand through the process peer into the futur of technolog and human life ethic dilemma associ with technolog progress and strategi for respons stewardship of benefici ai enrol limit of 16 e n s 1
