,School,CourseID,Descriptions,Data Science Term
184,YoungstownSUPERTRIMMED_spaced,ISEN 3710 Engineering Statistics 3 s.h.,Applications of data collection and analysis techniques to engineering problems Techniques for data structuring data modeling parameter estimation and design of experiments utilizing engineering data,"data collection, data modeling"
185,YoungstownSUPERTRIMMED_spaced,ISEN 3727 Simulation of Industrial Engineering Systems 3 s.h.,Techniques for the digital simulation of industrial engineering systems which can be represented via discrete event models The generation of random variables shaping of probability distributions model structuring model verification and the simulation of inventory queuing and quality control systems in a highlevel structured programming language A specialpurpose simulation language for expanding the class of problems which can be economically modeled,simulation
186,YoungstownSUPERTRIMMED_spaced,FIN 4839 International Accounting and Finance 3 s.h.,Crossfunctional introduction to multinational enterprises and multinational financial management with emphasis on foreign currency risk managementmeasuring and managing accounting and economic exposure foreign trade and investment analysis various topics in international accounting and finance 25 overall GPA,enterprises
187,YoungstownSUPERTRIMMED_spaced,MGT 4881 Project and Quality Management 3 s.h.,Study of project management topics regarding project planning work breakdown structure scheduling PERTCPM controlling and managing the costs resource allocation project control and project termination Includes the environment in which project managers work and its organizational structures functional project and matrix organizations Computerbased project management software is also introduced,project management
188,YoungstownSUPERTRIMMED_spaced,EDAD 8111 Advanced Research Design and Statistics 3 s.h.,An indepth treatment of the major correlational experimental and quasiexperimental research designs and associated statistical analyses including the design and analysis of surveys and factor analytic techniques Experience in data analysis using SPSS or other statistical packages 3 sh Cross listed with FOUN 8111,data analysis
189,YoungstownSUPERTRIMMED_spaced,FOUN 8111 Advanced Research Design and Statistics 3 s.h.,An indepth treatment of the major correlational experimental and quasiexperimental research designs and associated statistical analyses including the design and analysis of surveys and factor analytic techniques Experience in data analysis using SPSS or other statistical packages 3 sh Cross listed with EDAD 8111,data analysis
190,YoungstownSUPERTRIMMED_spaced,ECON 5811 International Trade 3 s.h.,Theories of international trade and specialization free trade vs protectionismtariff and nontariff barriers to international trade international balance of payments and its components the role of multinational enterprises in contemporary trade pattern regional economic integration s and world tradeUS commercial policies,enterprises
191,YoungstownSUPERTRIMMED_spaced,ECON 5812 International Finance 3 s.h.,Theories of foreign exchange and capital movements international paymentsanalysis of spot and forward foreign exchange markets foreign exchange market arbitrage speculation and risk hedging The Bretton Woods agreement and the contemporary international monetary system The rise of international organizations and multinational enterprises in the international economy,enterprises
192,YoungstownSUPERTRIMMED_spaced,ECON 5853 Applied Econometrics 3 s.h.,The practice of econometrics with emphasis on model constructionestimation and interpretation of results Applications in the private and public sectors involve the use of computers and economic software,econometrics
193,YoungstownSUPERTRIMMED_spaced,ECON 5856 Topics in Quantitative Economics 3 s.h.,Application of different tools of mathematical economics computational economics and econometrics in conjunction with economic theory to model economic problems of firms consumers financial institutions and public sectors Specific content of the will vary with the instructor May be repeated once with a different topic,econometrics
194,YoungstownSUPERTRIMMED_spaced,ECON 6904 Quantitative Methods for Economics 3 s.h.,A designed to provide graduate in economics with an opportunity to acquire the necessary skills in using the quantitative methods that are required to complete graduatelevel economic theory and econometrics courses successfully The introduces the basic concepts and procedures of differential and integral calculus that are used in economic analysis as well as the fundamental probability and statistics which are needed in the study of econometrics,econometrics
195,YoungstownSUPERTRIMMED_spaced,ECON 6976 Econometrics 3 s.h.,Study of the fundamentals of econometric techniques that are useful for estimating causal economic relationships The objectives include 1 analysis of the effects of exogenous factors on the variable whose behavior we seek to explain 2 testing of hypotheses about new and existing economic theoriesand 3 forecasting estimated economic relationships beyond the sample period for the purpose of planning and control The will focus on the practice of econometrics with extensive applications to a variety of realworld problems in many areas of economics,econometrics
196,YoungstownSUPERTRIMMED_spaced,ECON 6992 Data Analytics - Advanced SAS Programming 3 s.h.,This coures is designed to provide training of advanced S AS programming for data analysis Main topics include SQL Macro languageEconometricsrelated procedures working with large data set etc Cross listed with STAT 6912,"data analysis, sql"
197,YoungstownSUPERTRIMMED_spaced,ENGL 6945 Theory of Professional and Technical Communication 3 s.h.,Examines theory and research in professional and technical com mu nicationwith emphasis on the application of theoretical concepts and empirical findings to practical problems in the field Introduces to theories and research methods through reading in current literature and through class research projects,research methods
198,YoungstownSUPERTRIMMED_spaced,ECON 5811 International Trade 3 s.h.,Theories of international trade and specialization free trade vs protectionismtariff and nontariff barriers to international trade international balance of payments and its components the role of multinational enterprises in contemporary trade pattern regional economic integration s and world tradeUS commercial policies,enterprises
199,YoungstownSUPERTRIMMED_spaced,ECON 5812 International Finance 3 s.h.,Theories of foreign exchange and capital movements international paymentsanalysis of spot and forward foreign exchange markets foreign exchange market arbitrage speculation and risk hedging The Bretton Woods agreement and the contemporary international monetary system The rise of international organizations and multinational enterprises in the international economy,enterprises
200,YoungstownSUPERTRIMMED_spaced,ECON 5853 Applied Econometrics 3 s.h.,The practice of econometrics with emphasis on model constructionestimation and interpretation of results Applications in the private and public sectors involve the use of computers and economic software,econometrics
201,YoungstownSUPERTRIMMED_spaced,ECON 5856 Topics in Quantitative Economics 3 s.h.,Application of different tools of mathematical economics computational economics and econometrics in conjunction with economic theory to model economic problems of firms consumers financial institutions and public sectors Specific content of the will vary with the instructor May be repeated once with a different topic,econometrics
202,YoungstownSUPERTRIMMED_spaced,ECON 6904 Quantitative Methods for Economics 3 s.h.,A designed to provide graduate in economics with an opportunity to acquire the necessary skills in using the quantitative methods that are required to complete graduatelevel economic theory and econometrics courses successfully The introduces the basic concepts and procedures of differential and integral calculus that are used in economic analysis as well as the fundamental probability and statistics which are needed in the study of econometrics,econometrics
203,YoungstownSUPERTRIMMED_spaced,ECON 6976 Econometrics 3 s.h.,Study of the fundamentals of econometric techniques that are useful for estimating causal economic relationships The objectives include 1 analysis of the effects of exogenous factors on the variable whose behavior we seek to explain 2 testing of hypotheses about new and existing economic theoriesand 3 forecasting estimated economic relationships beyond the sample period for the purpose of planning and control The will focus on the practice of econometrics with extensive applications to a variety of realworld problems in many areas of economics,econometrics
204,YoungstownSUPERTRIMMED_spaced,ECON 6992 Data Analytics - Advanced SAS Programming 3 s.h.,This coures is designed to provide training of advanced S AS programming for data analysis Main topics include SQL Macro languageEconometricsrelated procedures working with large data set etc Cross listed with STAT 6912,"data analysis, sql"
205,YoungstownSUPERTRIMMED_spaced,GERO 6999 Research Methods 3 s.h.,This serves as an introduction to major methodological issues and basic statistics in the socialscientific study of gerontology Major topics include developmental perspective and conceptualization of change basic developmental research design conceptualization of research problemsresearch design measurement and data analysis This should enable to formulate research questions design studies and determine measurement devices and methods of analysis from a developmental perspective,data analysis
206,YoungstownSUPERTRIMMED_spaced,CMST 6980 Applied Research Methods 3 s.h.,Introduction to and application of qualitative research methods relevant to business com mu nication settings,research methods
207,YoungstownSUPERTRIMMED_spaced,CMST 6990 Measurement and Analysis 3 s.h.,Research processes using social scientific quantitative methodologies and practical experience in conducting research Essential skill development in research design measurement data collection and data analysis,data collection
208,YoungstownSUPERTRIMMED_spaced,BUS 6940 Data Analytics and Data Management 3 s.h.,emphasis is on knowledge and skills required by accountants and managers to collect manage analyze extremely large volumes of data in various formats from numerous sources Focus will be given to results that management of data brings to an organization It will cover a broad spectrum of topics chosen from the following predictive analytics enterprise architecture security knowledge through data discovery data visualizationethics data quality advanced data modeling It will include handson useof available software found in industry practices with an emphasis on spreadsheets,"data modeling, predictive analytics"
209,YoungstownSUPERTRIMMED_spaced,MGT 6960 Strategic Issues Facing Multinational Enterprises in the 21 st Century 3 s.h.,This focuses on strategic issues facing multinational enterprises to enable to gain insight into a range of conceptual models and empirical methodologies in the field of global strategic management and toapply these concepts and models in the analysis of practical case situations,enterprises
210,YoungstownSUPERTRIMMED_spaced,CSCI 5820 Simulation 3 s.h.,Methods for modeling discrete event systems by algorithmic approaches using simulation languages,simulation
211,YoungstownSUPERTRIMMED_spaced,CSCI 5835 Artificial Intelligence 3 s.h.,Study of the theory and applications of intelligent systems Topics may include general problemsolving techniques knowledge represent ation and expert systems vision and perception and natural language processing A I systems and languages,natural language processing
212,YoungstownSUPERTRIMMED_spaced,CSCI 6971 Cloud Computing and Big Data 3 s.h.,The objective of this is to provide an introduction of cloud computing and big data including the background knowledge and embracing technologies This addresses the latest advances in hardware and software cluster architecture programming paradigms that emphasize in system performance s cal ability security and energy efficiency We also include handson experiences for to practice on building managingand programming on contemporary cloud and big data systems Research directions in cloud and big data will be introduced for graduate level study,cloud computing
213,YoungstownSUPERTRIMMED_spaced,CSCI 6997 Seminar in Computer and Information Systems 1 s.h.,Overview of research methods and present ation techniques written and oralfor advanced work in computer science and information systems Will include present ations of current studentfaculty research will be required to deliver at least one conferencestyle present ation of their own in an area related to their research,research methods
214,YoungstownSUPERTRIMMED_spaced,CSIS 5824 Applied Artificial Intelligence 3 s.h.,Study of artificial intelligence software related to decision making Topics may include robotic control expert systems automated knowledge acquisition orlogic programming,artificial intelligence
215,YoungstownSUPERTRIMMED_spaced,ENGL 6945 Theory of Professional and Technical Communication 3 s.h.,Examines theory and research in professional and technical com mu nicationwith emphasis on the application of theoretical concepts and empirical findings to practical problems in the field Introduces to theories and research methods through reading in current literature and through class research projects,research methods
216,YoungstownSUPERTRIMMED_spaced,MUED 6960 Research in Music 3 s.h.,A study of research tools and methodologies as applied to music scholarship and bibliography This is intended to lay the foundation for the thesis or exit paper and a final research project or project proposal is required May include the study of historical philosophical qualitative quantitative andor analytic research methods as deemed appropriate for areas of research Cross listed with MUHL 6960,research methods
217,YoungstownSUPERTRIMMED_spaced,MUHL 6960 Research in Music 3 s.h.,A study of research tools and methodologies as applied to music scholarship and bibliography This is intended to lay the foundation for the thesis or exit paper and a final research project or project proposal is required May include the study of historical philosophical qualitative quantitative andor analytic research methods as deemed appropriate for areas of research Cross listed with MUED 6960,research methods
218,YoungstownSUPERTRIMMED_spaced,MPH 6909 Public Health Research and Evaluation 3 s.h.,will critically review journal articles create research questionsconduct comprehensive literature reviews employ quantitative and qualitative research methods that within institutional review board parametersdevelop and execute a data analysis plan Culmination of coursework will be individual oral present ation and mock journal article,"data analysis, research methods"
219,YoungstownSUPERTRIMMED_spaced,BIOL 6900 Advanced Bioinformatics 3 s.h.,An examination of how computer and informatics technology is applied to biological data analysis particularly in the area of genomics data mining andits use in genomics molecular and systems biology research Three of lecture per week,"data analysis, data mining"
220,YoungstownSUPERTRIMMED_spaced,BIOL 6901 Computational Bioinformatics 2 s.h.,Projectbased learning with a focus on using a Linux environment and a script language such as PERL for processing large genomic datasetsRelational databases such as MySQL and BioPERL will also be covered for genomic data analysis and display Two of combined lecture and lab perweek,data analysis
221,YoungstownSUPERTRIMMED_spaced,CHEM 6963 Advanced Polymer Science 3 s.h.,Advanced methods of polymer synthesis and characterization high performance polymers polymerization kinetics and mechanisms polymer processing materials optimization and high performance applications Three lecture,optimization
222,YoungstownSUPERTRIMMED_spaced,CHEM 6972 Methods of Chemistry Education Research 3 s.h.,Principles of chemistry education research Issues of problem design data collection and data analysis are considered from both quantitative and qualitative frameworks Methodologies include surveys and questionnairesthinkalong protocols interviews observations and action research Also includes examination of these issues as related to biology,"data analysis, data collection"
223,YoungstownSUPERTRIMMED_spaced,ENST 5810 Environ mental Safety 1 s.h.,The proper use of environ mental monitoring instruments and personal protective gear Participation in a series of realistic handson simulation exercises that address a variety of waste cleanup situations Class meets three per week,simulation
224,YoungstownSUPERTRIMMED_spaced,MATH 5845 Operations Research 3 s.h.,An introduction to operations research with emphasis on mathematical methods Topics may include linear programming sensitivity analysisduality theory transportation problems assignment problems transshipment problems and network problems,operations research
225,YoungstownSUPERTRIMMED_spaced,EDAD 8111 Advanced Research Design and Statistics 3 s.h.,An indepth treatment of the major correlational experimental and quasiexperimental research designs and associated statistical analyses including the design and analysis of surveys and factor analytic techniques Experience in data analysis using SPSS or other statistical packages 3 sh Cross listed with FOUN 8111,data analysis
226,YoungstownSUPERTRIMMED_spaced,SPED 6929 Assessment of Gifted and Exceptional Learners 3 s.h.,focuses on the educational assessment process as it applies toexceptional i ties learners with disabilities as well as gifts and talents Topics include a review of state and federal regulations data collection techniques including both formal and informal methods appropriate test preparation and interpretation design of identification and placement procedures,data collection
227,YoungstownSUPERTRIMMED_spaced,SPED 6982 Educational Assessment in Gifted and Special Education 3 s.h.,The focuses on the educational assessment process as it applies to with exceptional i ties Topics include a review of state and federal regulations data collection techniques including both formal and informal methods appropriate test preparation and interpretations and design of identification and placement procedures,data collection
228,YoungstownSUPERTRIMMED_spaced,TCED 6932 Action Research in Urban and Rural Education 3 s.h.,This focuses on action research as it applies to urban and rural education Topics include reflecting to identify a problem reviewing literatureplanning and implementing interventions data collection and analysis strategies and sharing outcomes with others may be onsiteonline or as a combination of both Field experience in an appropriate educational setting is required,data collection
229,YoungstownSUPERTRIMMED_spaced,CHEN 5805 Principles of Biomedical Engineering 3 s.h.,Application of engineering principles and methods of analysis to processes inthe human body R heo logical physical and chemical properties of body fluidsDynamics of the circulatory system The human thermal system Transport through cell membranes Analysis and design of artificial organs,engineering principles
230,YoungstownSUPERTRIMMED_spaced,CHEN 5883 Mathematical Methods in Chemical Engineering 3 s.h.,The applications of advanced mathematics to the solution of chemical engineering problems Topics covered include treatment and interpretation of engineering data modeling of chemical engineering systems and formulation of ordinary and partial differential equations governing chemical engineering operations and their solutions by use of numerical and analytical techniques,data modeling
231,YoungstownSUPERTRIMMED_spaced,CEEN 6921 Groundwater and Surface Water Modeling 3 s.h.,Mathematical simulation of hydrodynamic processes and pollutant transport in subsurface and surface water environments,simulation
232,YoungstownSUPERTRIMMED_spaced,CEEN 6951 Construction Project Management 3 s.h.,An integrated approach to construction project management Advanced topics of Program Evaluation and Review Technique PERT and Critical Path MethodCPM and its application in construction project scheduling Resource allocation and leveling construction cost control computer simulation of construction operations and expert systems construction,"project management, simulation"
233,YoungstownSUPERTRIMMED_spaced,CEEN 6973 Watershed Modeling 3 s.h.,Application of hydro logic principles for modeling point and nonpoint source pollution at the watershed scale the nutrient and sediment transport simulation using SWAT model understanding the fundamental processes of pollutant movement through the soils and overland flow application of data driven modeling in Water Resources Engineering,"data driven, simulation"
234,YoungstownSUPERTRIMMED_spaced,ECEN 5840 Electric Power Systems 4 s.h.,Modeling of power system components Power flow faults protection systems and stability problems Special projects and laboratory experiments including CAD applications for analysis design and simulation of power system networks Three lecture three laboratory per week,simulation
235,YoungstownSUPERTRIMMED_spaced,ECEN 5879 Computer-Aided Design 3 s.h.,The design analysis and modeling of linear and nonlinear networks and systems using a simulation and modeling computer program Development and use of library models of devices sub circuits and subsystems,simulation
236,YoungstownSUPERTRIMMED_spaced,ECEN 5890 Power Electronics 4 s.h.,SCRs rectifier circuits commutation techniques AC controllers convertersand inverters Special projects and laboratory experiments including computer applications for analysis design and simulation of power electronics networkThree lecture three laboratory per week,simulation
237,YoungstownSUPERTRIMMED_spaced,ECEN 6933 Digital Systems: VHDL Design 3 s.h.,Local minimization design of combination al networks design of synchronous and asynchronous sequential machines design of digital systems using VHDmodeling combination al and sequential networks compilation simulation and synthesis of VHDL codes,simulation
238,YoungstownSUPERTRIMMED_spaced,ISEN 6901 Optimization Techniques 3 s.h.,A study of the theory of optimization and its application to problems from several engineering disciplines The principles will be applied to constrained and unconstrained engineering problems Algorithms will be developed for solving optimization problems which can be formulated as linear nonlinearinteger or dynamic programming models,optimization
239,YoungstownSUPERTRIMMED_spaced,ISEN 6902 Digital Simulation 3 s.h.,A study of simulation methods using digital computers random number generation Monte Carlo techniques queuing models and analysis of simulation output The student will be provided the opportunity to simulate moderately complex systems on digital computers Primary emphasis will beon models of technical scientific and economic systems,simulation
240,YoungstownSUPERTRIMMED_spaced,"ISEN 6905 Applied Statistics for Design, Quality, and Productivity 3 s.h.",Review of probability and statistics uncertainty and decision makingstatistical inference and analyzing sources of variation Risk and reliabilityrisk assessment robust and quality design regression analysis and analysis of variance Design of experiments singlefactor and multi factor experimentsdesign of experiments for product characteristics process characteristics and process optimization General statistical process control special charts and sampling techniques for control monitoring and auditing quality Economic issues in processquality control,optimization
241,YoungstownSUPERTRIMMED_spaced,ISEN 6935 Decision Analysis for Engineering 3 s.h.,Review of probability and statistics subjective probability probability modelsusing data Monte Carlo simulation and value of information Introduction to decision analysis elements of decision problems structuring decisionsmaking choices creativity and decision making Risk attitudes utility axiomsparadoxes and conflicting objectives,simulation
242,YoungstownSUPERTRIMMED_spaced,MECH 5811 Solar Engineering 3 s.h.,Radiation al characteristics of solar energy glass materials and selective coatings Analysis of flat plate collectors concentrators and thermal storageSystem simulation and economic analysis for optimization of basic solar systems,"optimization, simulation"
243,YoungstownSUPERTRIMMED_spaced,MECH 5881L Mechanical Vibrations Laboratory 1 s.h.,Introduction to vibrations measurements Experiments with mechanical systems computer simulation of vibration systems Experimental determination of component models and parameters Three laboratory per week,simulation
244,YoungstownSUPERTRIMMED_spaced,NURS 6901 Nursing Science and Research 1 3 s.h.,Analysis of healthrelated evidence for practice Exploration of the significance of theory research and research methods and strategies for translating evidence into practice,research methods
245,YoungstownSUPERTRIMMED_spaced,NURS 7002 Nursing Science and Research 2 2 s.h.,Continuation of NURS 6901 focusing on design instrumentation data collection methods data analysis and data interpretation,"data analysis, data collection, methods data analysis"
246,framinghamSUPERTRIMMED,ACCT 303 Accounting Information Systems  ,A study of the procedures used to provide financial information in a timely manner The covers the process of conveying financial data for internal reporting to management for planning and controlling future business activities Accounting information systems combines controls and accounting tools with technology in the decision making process Topics include internal control business processes data management and integrated production processes as related to accounting processes Prerequisite ACCT 221 Introduction to Managerial Accounting,data management
247,framinghamSUPERTRIMMED,FINA 420 Financial Theory and Modeling ,An introduction to the theoretical and practical review of key topics in finance such as optimization asset valuation risk management and derivative pricing analyze and solve a diverse set of finance problems mathematically and through the development of spreadsheet models The emphasizes the acquisition of critical thinking skills proficiency in research and use of financial data and command of computer software Prerequisites BUIS 200 Introduction to Business Systems FINA 248 Managerial Finance and QUAN 202 Statistical Analysis for Business and Economics may be taken concurrently or permission of instructor,optimization
248,framinghamSUPERTRIMMED,ARTS 335 Principles of User Experience Design ,An introduction to the essential practice of usercentered design Creating a product launching a website or mobile application managing a retail store or offering any service requires an indepth knowledge of clients and customers User Experience Design UX is the bridge between design and a range of fields such as business computer science and sociology learn the latest user testing methodologies and design research These methods are applied to the design of websites mobile applications packaging design and a range of services and experiences for customers Current and emerging technologies are introduced Basic sketching by hand and digitally are covered in the Prerequisite ARTS 140 Introduction to Graphic Design or ARTS 230 Digital Tools for Art and Design,"user experience, ux"
249,framinghamSUPERTRIMMED,BIOL 460 Research Experience in Biology ,A synthesis of the undergraduate biology experience work on research projects under the supervision of a member of the Biology Department Projects may include laboratory techniques field skills experimental design data analysis and scientific communication This is open to Biology majors only meets for six 6 per week Content and assignments vary by semester and instructor Prerequisites MATH 208 Biostatistics or ENVS 202 Data Analysis for Scientists four 4 Biology courses at the 200level or above a minimum GPA of 200 in courses within the major and completion of BIOL 318 Writing for the Biological Sciences with a of C170 or higher or permission of the instructor,data analysis
250,framinghamSUPERTRIMMED,NEUR 490 Independent Study in Neuroscience ,An opportunity for the advanced student to conduct an indepth investigation of a special topic in Neuroscience relevant to the student’s special interests The ability to work independently with a high degree of motivation and selfdiscipline is expected The student is responsible for arranging with a supervising professor the topics or material to be covered the method of study and the method of evaluation Note Any data gathered for this cannot be used for the research methods courses in either Biology or Psychology Prerequisites Declared Neuroscience minor junior or senior standing completion of at least three 3 core courses in the Neuroscience minor completion of at least two 2 semesters at Framingham State University minimum overall QPA of 250 and permission of the department chair of the supervising professor,research methods
251,framinghamSUPERTRIMMED,NEUR 495 Internship in Neuroscience ,A supervised field placement that complements prior Neuroscience work The internship is in cooperation with a participating business institution agency school hospital or research facility A minimum of 8 per week 120 total must be completed in the placement setting and must be completed within one 1 semester The field work is supported by regular meetings on campus with the supervising professor Any student interested in an internship must consult with the chair of either the Biology Department or Psychology and Philosophy Department in the middle of the semester preceeding the semester of the desired internship are responsible for securing a placement and presenting it to the department chair and supervising professor for approval A written plan for the internship must be submitted by the student to the department chair prior to approval Note Data gathered for this may not be used in any research methods courses in either Biology or Psychology Prerequisites Declared Neuroscience minor junior or senior standing completion of at least three 3 core courses in the Neuroscience minor completion of at least two 2 semesters at Framingham State University minimum overall GPA of 250 and permission of the department chair of the supervising professor Chemistry and Food Science Framingham State University Undergraduate Catalog 20182019,research methods
252,framinghamSUPERTRIMMED,CHEM 108/108L Principles of Chemistry and Quantitative Analysis with Lab (Gen. Ed. Domain II-B) ,A continuation of Principles of Chemistry and is designed to meet the needs of science majors as well as those pursuing a prehealth curriculum Topics include gas laws equilibrium kinetics thermodynamics and acidbase chemistry Laboratory focuses on techniques of quantitative analysis preparations of solutions wet chemical analysis using volumetric glassware chemical measurements using pH electrodes and spectrophotometers data analysis and laboratory report writing Laboratory 4 Prerequisites Completion of CHEM 107 Principles of Chemistry with a minimum of C 170 and either completion of MATH 123 College Algebra with a minimum of C 170 or eligibility to enroll in MATH 200 Precalculus,data analysis
253,framinghamSUPERTRIMMED,FDSC 351/351L Food Engineering and Processing with Lab  ,An integrated approach of food engineering principles and food processing techniques Topics include thermodynamics fluid flow and heat transfer evaporation refrigeration psychrometry drying distillation and the essential food processing methods that ensure attainment of food product wholesomeness Laboratory 4 Prerequisite Permission of instructor Chemistry and Food Science Framingham State University Undergraduate Catalog 20182019,engineering principles
254,framinghamSUPERTRIMMED,COMM 275 Public Relations ,A survey of the function and practice of public relations The considers the history concepts research methods and production processes of the industry Specific examples and cases are studied in detail and create and develop their own public relations presentations will not be given for both this and 71241 Public Relations Prerequisite COMM 115 Introduction to Speech Communication or permission of the instructor,research methods
255,framinghamSUPERTRIMMED,CSCI 130 Computer Science I Using Java (Gen. Ed. Domain II-A) ,An introduction to the general concepts of computer programming and problemsolving through practical handson experience using the Java programming language Topics include the basics of computer hardware and software an introduction to the Java programdevelopment environment and the Java Virtual Machine JVM problemsolving techniques for programming development of algorithms number systems data types and operators input – output operations program control structures including loops methods functions and arrays an introduction to objectoriented programming and designing implementing compiling testing and debugging programs Laboratory periods provide handson experience using programming exercises that include implementing designed algorithms as well as compiling testing and debugging programs Laboratory 2 Note cannot receive for both this and CSCI 152 Computer Science I Using Java Corequisite MATH 123 College Algebra or minimum score of 4 on the math placement examination Prerequisite CSCI 120 Introduction to Information Technology or permission of instructor,data types
256,framinghamSUPERTRIMMED,CSCI 138 Information Technology and the Environment (Gen. Ed. Domain III-C) ,A study of how information technologies can support and affect a clean and sustainable environment Technologies such as virtualization data centers cloud computing smart grid tracking imaging simulation document management sensors analogdigital devices telecommuting and teleconferencing are discussed Use of social network groups to increase awareness and to mobilize action on environmental issues is addressed The use of these information technologies in the United States is considered through the examination of geographically distributed resources such as water glaciers forests species and renewable wind and solar energies The environmental impact of social consumption recycling and improper disposal of IT systems is addressed The impact of technological forces in the United States on global environment is examined Note Computer Science majors may take this as a free elective,"cloud computing, simulation"
257,framinghamSUPERTRIMMED,CSCI 360 Database Management ,A comprehensive coverage of database concepts design and implementation Topics include systems analysis data modeling relational databases logical design normalization user interfaces query processing including SQL database administration security backup and restore and performance evaluation Popular databases are referenced Note cannot receive for both CSCI 360 Database Management and CSCI 467 Data Base Management Systems Prerequisite Either CSCI 130 Intrudction to Programming or CSCI 152 Computer Science I Using Java,"data modeling, relational databases, sql"
258,framinghamSUPERTRIMMED,CSCI 460 Theory of Computing ,An introduction to theoretical computer science and some key applications Models of computation including finite automata transducers pushdown automata and Turing machines are examined Concepts of formal language theory are applied to lexical analyzer and compiler construction in programminglanguage translation The includes an introduction to the notions of computability and computational complexity concepts used in parallel computation and some aspects of artificial intelligence Prerequisites CSCI 271 Discrete Structures or MATH 206 Discrete Mathematics I,artificial intelligence
259,framinghamSUPERTRIMMED,ESMT 234 Introduction to DB2® for z/OS® ,An introduction to DB2® for zOS® Topics include DB2 components architecture utilities JCL and SQL for DB2 TSO commands DB2 administration and management issues and solutions Prerequisite CSCI 164 Introduction to Enterprise Systems using zOS®,sql
260,framinghamSUPERTRIMMED,ENGL 204 Literary Study ,The foundation for the major in English This seminar focuses on close reading analytical writing and research methods examine in depth one important work in English or a group of related works and the criticism surrounding it English majors are encouraged to take Literary Study as early as possible Literary Study is a prerequisite for all 300level English courses used to fulfill 300level requirements Prerequisite Completion of Common Core Writing Requirement ENGL 110 Expository Writing for not in the English majorminor or the Interdisciplinary Major in Language Arts permission of the instructor is required,research methods
261,framinghamSUPERTRIMMED,FASH 245 Research Methods for the Fashion Industry ,An analysis of concepts constructs models and theories related to the fashion industry Demographicspsychographics are related to stages of the family life cycle The theory practice and application of the research process in the textile apparel and retail industry are analyzed compare research methods used in the fashion industry including peer reviewed literature and participate in a research project Observations and computer data analysis are utilized Prerequisites FASH 141 Fashion Designer to Consumer and sophomore status Fashion Design Retailing Framingham State University Undergraduate Catalog 20182019,"data analysis, research methods"
262,framinghamSUPERTRIMMED,FASH 310 Retail Buying and Analysis I ,A study of concepts principles and techniques used by retail buyers to plan and buy merchandise Topics include pricing terms of negotiation mark downup average stock analysis of inventory stock to sales ratio and open to buy Prerequisites FASH 245 Research Methods for the Fashion Industry and MATH 117 Introduction to Statistics,research methods
263,framinghamSUPERTRIMMED,FASH 326 Fashion Merchandising: Theory and Industry Application ,A study of fashion theories related to consumer demand for apparel and home furnishings Issues in retail organization structure merchandise policy merchandise resources sourcing and buying office functions for each type of store are analyzed Topics include vendor relations business practices role of the buyer negotiating terms of an order and evaluation of sale are reviewed calculate and analyze terms of ordering and financing Note Student cannot receive for both this and 34366 Fashion Merchandising Theory and Distribution Prerequisite FASH 245 Research Methods for the Fashion Industry,research methods
264,framinghamSUPERTRIMMED,FASH 346 Retailing and Consumer Behavior ,A study of consumer behavior and the effects on the retail environment The influence of psychology sociology and consumer behavior on individual and group needs related to purchasing behavior is discussed Topics include clothing and the life cycle buying behavior compulsive shopping behavior collective selection motives of dress body image nonverbal communication and dress self concept and clothing for special needs Prerequisites FASH 245 Research Methods for the Fashion Industry,research methods
265,framinghamSUPERTRIMMED,FASH 410 Retail Buying and Analysis II ,An indepth study of the role of retail buyers buying plan development and assortment planning and control Emphasis is placed on buying practices and techniques inventory allocation and distribution sales data analysis and product line development Prerequisite FASH 310 Retail Buying and Analysis I Fashion Design Retailing Framingham State University Undergraduate Catalog 20182019,data analysis
266,framinghamSUPERTRIMMED,GEOG 316 Advanced Geographic Information Systems ,An advanced in geographic information systems GIS The purpose of this is to examine how GIS can be used for spatial analysis and modeling applications Topics include a number of advanced analytical techniques using GIS including hydrologic modeling location analysis spatial interpolation nearest neighbor estimation map algebra and urban growth simulation Prerequisite GEOG 216 Introduction to Geographical Information Systems,simulation
267,framinghamSUPERTRIMMED,GEOG 490 Independent Study in Geography ,A Geography major or minor with demonstrated ability to use geographical tools and research methods may independently pursue an indepth investigation of a geographic topic under the guidance of a faculty advisor The student must present a written request on the approved form Admission to this must be approved by the Geography Department at least three weeks prior to registration,research methods
268,framinghamSUPERTRIMMED,ENVS 202 Data Analysis for Scientists ,A comprehensive study of how to use powerful statistical tools to prepare analyze interpret and visualize data collected in the physical biological and environmental sciences Practical and applied analysis are emphasized using case studies and critical assessment of the use of statistical methods in published literature Topics include design of experiments univariate distributions exploratory data analysis inferential statistics and hypothesis testing linear and generalized linear models and timeseries analysis using the statistical computing and graphics software R Nonparametric analyses and careful consideration of confidence intervals are emphasized Prerequisite MATH 123 College Algebra or the eligibility to enroll in MATH 200 Precalculus,data analysis
